fc_id,em_id
VGlut-F-700541,1700644008
TH-F-200026,329970706
TH-F-100075,5813011298
VGlut-F-300438,5813019526
Trh-M-400131,957506896
Cha-F-000239,1794055377
VGlut-F-200392,5813027276
VGlut-F-400186,1730651751
VGlut-F-400186,1888199872
Cha-F-000239,1316245799
Trh-M-400131,953414780
TH-F-200106,1225640135
TH-F-100036,359931311
VGlut-F-200392,1135441187
Trh-M-300138,953414780
VGlut-F-700541,5901196806
VGlut-F-400184,1730651751
Trh-M-400023,1051980223
Trh-M-300071,1008024276
VGlut-F-500335,5813034455
TH-M-200013,1035601661
Trh-M-300138,1070426862
VGlut-F-400898,5901196806
VGlut-F-700541,1668944259
VGlut-F-700541,5813034455
VGlut-F-100002,1978573010
VGlut-F-300438,297580589
Trh-M-400052,953414780
Trh-M-400052,1070426862
Trh-M-400052,922069357
VGlut-F-600204,5813064410
Trh-M-400131,1070426862
TH-F-200004,484126552
Trh-M-300140,922069357
Trh-M-300140,1070426862
VGlut-F-400184,1700644008
VGlut-F-200319,360259229
fru-F-000094,328611004
Cha-F-000239,610274029
VGlut-F-500335,1888199872
VGlut-F-000158,296543992
VGlut-F-400184,1888199872
VGlut-F-400184,5901196806
VGlut-F-500335,5901196806
TH-F-000019,361005850
VGlut-F-400184,5813034455
TH-M-000029,361005850
VGlut-F-500335,1730651751
Cha-F-400237,5813021533
TH-M-000032,542376096
Trh-M-400131,988567837
TH-M-200010,548712377
TH-M-000032,296139882
TH-F-200026,5813049380
TH-F-200004,5813021602
TH-M-300063,329970706
TH-F-000036,510987433
TH-M-200095,422751191
Cha-F-500071,609548390
TH-M-200010,5813083780
fru-F-000094,422738252
TH-M-000032,361005850
TH-M-100016,361312808
TH-F-100075,5813021602
VGlut-F-500002,5813021602
VGlut-F-200036,979627466
VGlut-F-000463,5813024692
TH-M-200095,393766777
VGlut-F-000158,297917475
TH-M-200010,5813020996
Cha-F-400237,701201945
Gad1-F-600059,359598627
TH-F-200064,361312808
Gad1-F-600059,1110972158
TH-F-200081,361312808
fru-F-000094,548712377
Cha-F-000329,454002974
TH-M-300063,5813049380
Cha-F-200299,5812987694
TH-F-000036,486880919
VGlut-F-000463,610274046
TH-M-200095,548712377
VGlut-F-100002,5813055298
TH-F-300037,361312808
VGlut-F-200319,5813068669
Gad1-F-600059,298595394
TH-M-200010,735941254
VGlut-F-400049,327499164
TH-F-200034,361312808
TH-M-200095,579575594
TH-M-200049,361312808
VGlut-F-600204,1005857944
VGlut-F-200036,5813021583
VGlut-F-000463,610274029
VGlut-F-600204,5813068748
VGlut-F-400049,330268940
VGlut-F-200319,421646999
TH-M-200064,361312808
Gad1-F-600059,455431209
VGlut-F-000158,361273559
Trh-M-300071,957506896
Trh-M-300071,1070426862
VGlut-F-600204,669325882
TH-F-100075,510987433
TH-F-200004,510987433
TH-F-100075,329225149
TH-F-000036,326817334
TH-F-100095,361312808
TH-F-100075,297251714
VGlut-F-500002,297251714
Cha-F-000329,579510789
TH-M-300063,331662710
VGlut-F-500002,296139882
TH-F-200004,361005850
VGlut-F-000158,298214577
TH-M-000045,361312808
TH-F-200026,331662710
VGlut-F-300438,358890923
TH-M-000029,5813055949
TH-F-000010,359931311
Cha-F-200299,5813059915
VGlut-F-200036,5813056261
TH-F-000009,5813021112
VGlut-F-000016,5813033371
VGlut-F-200392,950880008
Trh-M-700039,543692985
TH-F-200106,5813055913
TH-F-300062,5813082239
TH-F-100095,328611004
VGlut-F-300438,390280026
Trh-M-300071,5813062858
TH-M-200013,1107561814
TH-F-200081,328611004
Trh-M-300071,953414780
Cha-F-100135,422738252
TH-M-000029,487143497
VGlut-F-000111,484359937
Trh-M-700039,516055524
Cha-F-300267,329646990
VGlut-F-500002,329225149
TH-F-300037,328611004
Cha-F-100135,424793122
TH-F-200034,328611004
VGlut-F-100002,5813126031
VGlut-F-100002,2095549849
TH-M-300005,579268807
VGlut-F-000111,5813032849
TH-M-000008,579268807
TH-F-200037,422751191
TH-F-200037,330640044
VGlut-F-400049,360255138
TH-F-100095,5813049380
VGlut-F-000303,5813056909
TH-F-100083,5813049380
TH-F-200037,517514142
VGlut-F-200036,823058891
TH-F-100099,328611004
VGlut-F-000111,671233447
TH-M-100016,328611004
VGlut-F-000111,1043705078
TH-F-300078,576825965
Cha-F-100135,735941254
TH-F-200037,328611004
VGlut-F-400049,329225149
TH-M-300063,5813020673
TH-F-000019,514842241
TH-M-000045,328611004
Cha-F-100135,5813020996
VGlut-F-000303,575768294
Cha-F-000329,609548390
TH-M-200064,328611004
TH-F-200081,5813049380
TH-M-000008,5813055913
TH-F-200096,5813049380
TH-M-200013,5813048837
TH-F-300037,393063351
TH-F-000019,487143497
TH-F-200064,328611004
TH-F-000009,797442049
VGlut-F-200392,5812987694
Trh-M-100071,707539688
TH-F-000036,602368546
VGlut-F-700261,1228265278
TH-F-200034,393063351
TH-F-000009,1014344148
Trh-M-200043,2040301572
TH-F-000009,5813063093
VGlut-F-000303,329897255
Trh-F-100066,707539688
VGlut-F-100035,5813068707
VGlut-F-100035,488231898
TH-M-200064,298258399
Trh-F-100001,707539688
VGlut-F-200062,5813021602
TH-M-200035,543692985
VGlut-F-200062,487143497
Trh-F-100001,922069357
TH-F-200064,5813049380
Trh-M-100071,614081151
Cha-F-300267,298258399
VGlut-F-400334,576825965
Trh-M-700039,1043117106
Trh-M-100071,922069357
TH-F-200064,5813055800
Trh-F-100038,704699661
VGlut-F-100035,5813011119
TH-F-300078,736860990
Trh-F-100066,614081151
TH-F-200096,5813020673
Trh-M-100025,614081151
VGlut-F-200062,417221397
Trh-M-100020,328611004
TH-F-100095,329970706
TH-M-300005,423101189
VGlut-F-100035,636789034
Trh-F-100066,5813057861
TH-F-200096,5813055800
TH-F-000091,298258399
VGlut-F-000177,1042656011
Trh-M-100025,705795727
TH-M-200013,1192019859
TH-F-100050,5813041180
Trh-M-100037,704699661
Trh-M-700039,456847100
TH-F-000012,579912201
Trh-F-100066,5813009620
Trh-F-100001,614081151
Trh-M-100025,5813057861
fru-F-000131,297925608
Trh-F-000008,704699661
Trh-M-100037,1727979406
VGlut-F-100125,1135837629
VGlut-F-400334,736860990
TH-F-200096,387568523
Trh-F-100038,693927941
Trh-M-100025,5813060787
VGlut-F-000303,698569644
Trh-F-100001,642694410
VGlut-F-100003,704699661
VGlut-F-000177,1479156699
TH-F-000010,331774819
TH-F-000010,543821838
VGlut-F-700261,1352684733
TH-M-300005,1036637638
VGlut-F-100125,640194409
TH-F-100050,1160073701
Trh-M-700039,329897255
TH-M-000008,581746661
VGlut-F-400334,5813011660
TH-F-200081,387568523
TH-F-100083,298258399
VGlut-F-200251,424793122
TH-F-300078,447599745
TH-F-100050,975197713
Cha-F-500071,828455033
Gad1-F-500004,5813021943
TH-M-200035,5813021943
VGlut-F-100003,693927941
Trh-M-100037,693927941
TH-F-300078,667266529
TH-F-100036,331774819
VGlut-F-000177,515049524
Cha-F-500071,764377593
Trh-F-000008,1727979406
Trh-F-000008,693927941
VGlut-F-700261,5813040277
Trh-M-100037,5812982656
TH-M-100063,1572390197
VGlut-F-700261,859839499
VGlut-F-400334,5812980494
VGlut-F-100003,5812982656
TH-M-100057,1572390197
TH-M-000008,611693656
VGlut-F-000177,1354368623
fru-F-000131,328265389
Trh-F-100038,5812982656
TH-M-100057,5813069496
Cha-F-300267,328601956
Gad1-F-500004,5813057153
Trh-F-000008,5812982656
Cha-F-500071,1013346945
Cha-F-000329,5813078595
Gad1-F-500004,452953198
TH-M-200035,452953198
TH-M-200035,696850811
TH-M-100057,925241334
TH-M-000008,520617773
Trh-F-100038,549597974
TH-F-300037,267551639
TH-M-100057,1048250312
TH-M-200049,267551639
fru-F-000131,543821838
TH-F-200034,327937328
fru-F-000131,391496898
Gad1-F-500004,544046671
TH-F-200034,267551639
TH-M-000045,267551639
fru-F-000131,361704572
TH-F-200106,727652372
VGlut-F-100003,549597974
TH-F-000012,667266529
VGlut-F-100125,329566174
VGlut-F-200251,514850616
VGlut-F-000556,915481348
TH-F-200106,1134107162
VGlut-F-100125,5813020347
TH-F-200106,884916323
VGlut-F-200251,5813011133
VGlut-F-100125,488922181
TH-M-100063,1443135486
VGlut-F-000556,978177557
VGlut-F-000556,945058110
VGlut-F-000556,944720631
Cha-F-000329,451982486
TH-F-000012,573333835
fru-M-300299,548993536
TH-M-100063,1449618949
TH-M-000030,1630051981
TH-M-300063,5812981000
