fc_id,em_id
Trh-M-700039,329897255
TH-F-100083,298258399
TH-F-300078,447599745
TH-F-300037,267551639
TH-M-200049,267551639
TH-F-200034,267551639
TH-M-000045,267551639
Cha-F-000009,1048215779
Cha-F-000009,1078693835
Cha-F-400112,1224258912
Cha-F-400112,5813022925
Cha-F-400201,1639886198
Cha-F-400201,1640555311
G0239-F-000001,300972942
G0239-F-000001,5813068729
G0239-F-000003,300972942
G0239-F-000003,5813068729
G0239-F-000005,300972942
G0239-F-000005,5813068729
G0239-F-000007,300972942
G0239-F-000007,5813068729
G0239-F-000008,300972942
G0239-F-000008,267896360
G0239-F-000009,5813068729
G0239-F-000009,300972942
G0239-F-000011,676573560
G0239-F-000011,636667489
G0239-F-000012,300972942
G0239-F-000012,5813068729
G0239-F-000013,300972942
G0239-F-000013,5813068729
Gad1-F-900001,1290416713
Gad1-F-900001,5813026366
TH-F-000101,331662710
TH-F-000101,421641859
TH-F-100099,329970706
TH-F-200030,328943204
TH-F-200030,203253253
TH-F-200033,517514142
TH-F-200033,608922563
TH-F-200081,330268940
TH-F-300020,484911954
TH-F-300020,1048172314
TH-F-300073,328943204
TH-F-300073,361040812
TH-F-700001,418969956
TH-F-700001,297166053
TH-F-700004,643830129
TH-F-700004,5813089803
TH-F-700016,5812982779
TH-F-700016,5813089803
TH-F-700022,946645313
TH-F-700022,981362334
TH-M-300021,517514142
TH-M-300021,5813049380
TH-M-500003,580287695
TH-M-500003,456156825
TH-M-600002,1224258912
TH-M-600002,1193560072
TH-M-600003,1224595289
TH-M-600003,1224258912
TH-M-700002,1224595289
TH-M-700002,1224945418
TH-M-700013,5812979156
TH-M-700013,644417074
TH-M-700017,604864392
TH-M-700017,454439022
Trh-M-000099,1602402027
Trh-M-000099,986828383
Trh-M-800009,1048215779
Trh-M-800009,1016835041
VGlut-F-200594,5813058048
VGlut-F-200594,328632707
VGlut-F-800070,894551935
VGlut-F-800070,832357089
fru-F-200052,1228683492
fru-F-200052,456156825
fru-F-400010,862705904
fru-F-400010,1173745330
fru-F-400071,1205090786
fru-F-400071,1173745330
fru-F-400141,862705904
fru-F-400141,1142356576
fru-F-400196,1100792636
fru-F-400196,1141324564
fru-F-400214,983759126
fru-F-400214,1173045815
fru-F-400229,5813087817
fru-F-400229,1700644008
fru-F-500083,1261130127
fru-F-500083,1261129711
fru-F-500115,1206114100
fru-F-500115,1173745330
fru-F-700104,1142365351
fru-F-700104,1173745330
fru-F-700114,1224945418
fru-F-700114,1224258912
fru-F-700163,1142356576
fru-F-700163,862705904
fru-M-400031,1290416713
fru-M-400031,1198006801
fru-M-500174,266187383
fru-M-500174,977343309
fru-M-700067,1228683492
fru-M-700067,550617370
