fc_id,em_id,similarity score,inverse score,label,asymmetry
Gad1-F-200186,1916800213,0.2074349626418528,0.2212937330682146,0.2,0.0138587704263618
Gad1-F-200186,1762359683,0.161215298632333,0.1429807526273101,0.0,0.01823454600502289
Gad1-F-200219,5901197108,0.3115764822060457,0.3964703579553471,0.7,0.08489387574930135
Gad1-F-200247,543692985,0.4183685241488211,0.396355523795329,0.6,0.022013000353492074
Gad1-F-200719,5813039309,0.2092754782586537,0.2309949023051606,0.0,0.021719424046506897
Gad1-F-200719,1640555311,0.2177747454909823,0.225362890731418,0.0,0.00758814524043569
Gad1-F-400220,550638250,0.5419855738886197,0.5440477595020032,0.7,0.0020621856133835603
Gad1-F-500004,294436967,0.380151702671688,0.3865798599536538,0.7,0.006428157281965774
Gad1-F-500321,574377562,0.4450994924150513,0.4120534559391364,0.7,0.03304603647591492
Gad1-F-500457,1261423370,0.5279760892804359,0.520337777623557,0.7,0.007638311656878893
Gad1-F-600059,328546871,0.3633203505201658,0.3231476412656973,1.0,0.04017270925446853
Gad1-F-600604,1793403571,0.3200127131170148,0.2786419853209859,0.8,0.041370727796028905
Gad1-F-700193,634379734,0.1677938237389966,0.2345933724339758,0.8,0.0667995486949792
Gad1-F-700607,977338882,0.4129808207436384,0.4388707077152564,0.7,0.02588988697161798
Gad1-F-700607,915610561,0.3810861831434506,0.3915528534025302,0.7,0.010466670259079602
Gad1-F-700607,1008378609,0.4008416895105972,0.3963735314446879,0.7,0.004468158065909278
Gad1-F-800371,5813082723,0.409423050413088,0.3925491867796827,0.6,0.016873863633405317
Gad1-F-900395,5813049380,0.482428773831829,0.4905924286777063,0.8,0.008163654845877277
TH-F-000009,5813054384,0.3320871578322569,0.401841627062899,0.9,0.0697544692306421
TH-F-000009,1378251040,0.1853014592061584,0.1111120364238266,0.6,0.0741894227823318
TH-F-000010,5812980529,0.4654020564195141,0.4963044432481798,0.7,0.030902386828665696
TH-F-000010,360591860,0.421453766033722,0.3737479193387367,0.6,0.04770584669498529
TH-F-000010,5901203505,0.3801417849417204,0.4263142640397261,0.7,0.0461724790980057
TH-F-000012,487144598,0.2416507015130633,0.3268499244270563,0.0,0.08519922291399298
TH-F-000019,859265651,0.6282024114901233,0.5407001701575425,0.7,0.08750224133258089
TH-F-000019,5813027592,0.3656314894321037,0.4004372789372904,0.5,0.0348057895051867
TH-F-000036,859265651,0.4249404002131027,0.3314645905267933,0.0,0.09347580968630942
TH-F-000046,604289581,0.2717820281494122,0.3585810708385548,0.0,0.08679904268914257
TH-F-000046,550404663,0.2435953047989415,0.3356805641333529,0.1,0.09208525933441139
TH-F-000079,1378251040,0.0587386655154444,0.1756305462979249,0.1,0.1168918807824805
TH-F-000091,331662710,0.5161174709155677,0.4418689037217901,1.0,0.07424856719377759
TH-F-100005,1378251040,0.1781785604778578,0.1344453692229718,0.0,0.043733191254886006
TH-F-100005,5813054384,0.3179771215819166,0.4300060972642429,0.8,0.11202897568232628
TH-F-100036,360591860,0.42472730849571,0.3607314619718758,0.7,0.06399584652383422
TH-F-100036,5901203505,0.3605832800252265,0.4370968699956737,0.6,0.07651358997044722
TH-F-100050,1131827390,0.4718073499531993,0.4672563593951681,0.8,0.004550990558031209
TH-F-100075,859265651,0.4786567030203233,0.3583231186405123,0.0,0.12033358437981101
TH-F-100095,331662710,0.3568682839440561,0.2500050716635292,1.0,0.10686321228052692
TH-F-100099,331662710,0.4820957824424212,0.326713886008344,1.0,0.15538189643407718
TH-F-200004,859265651,0.4832498292048781,0.3446150569915691,0.0,0.138634772213309
TH-F-200004,5813011298,0.4178528607929948,0.4153332227408587,0.6,0.002519638052136064
TH-F-200010,331662710,0.4017961018019846,0.3889515962858099,1.0,0.01284450551617472
TH-F-200026,5813009595,0.4455603093708862,0.5011273184961227,0.9,0.05556700912523649
TH-F-200034,331662710,0.446186605654844,0.3606176093133657,1.0,0.08556899634147835
TH-F-200064,331662710,0.3777312075103862,0.2870507688798894,1.0,0.0906804386304968
TH-F-200081,331662710,0.3887752166468786,0.3270900579561392,1.0,0.06168515869073937
TH-F-200085,1131827390,0.3732089232535884,0.3751685882975838,0.8,0.0019596650439954177
TH-F-300037,331662710,0.4464568956679434,0.4048930374399201,1.0,0.041563858228023276
TH-F-300046,1131827390,0.3173291983720828,0.3901727767382934,0.8,0.07284357836621064
TH-F-300062,5813060068,0.5213720420188489,0.4977024884707087,0.8,0.02366955354814021
TH-F-300078,5813071348,0.3661495763022143,0.3917250451132072,0.9,0.02557546881099293
TH-F-700015,1224941044,0.3488649657884399,0.2836907736645785,0.9,0.06517419212386139
TH-M-000029,859265651,0.5332432802111171,0.4508986190954713,0.8,0.08234466111564581
TH-M-000029,510049477,0.3107514559810586,0.3828348973822976,0.6,0.07208344140123901
TH-M-000030,792692885,0.0702711047184178,0.1578893138212759,0.1,0.08761820910285811
TH-M-000045,331662710,0.2592618582880993,0.2353551514129901,1.0,0.02390670687510918
TH-M-100016,331662710,0.1863889533843607,0.1217325296930823,1.0,0.0646564236912784
TH-M-100027,947573616,0.347990980742357,0.2993240988798006,0.2,0.04866688186255641
TH-M-100027,5813054384,0.3020582552329843,0.3019568097623792,0.7,0.00010144547060508824
TH-M-100057,1198330286,0.2879897872444144,0.3608208095903145,0.8,0.07283102234590011
TH-M-100063,1198330286,0.3323483166583784,0.3563113067664152,0.8,0.02396299010803682
TH-M-200010,422738252,0.3875926437189578,0.3287927191152129,0.9,0.05879992460374489
TH-M-200013,5813062871,0.3045652065829887,0.2933203952176352,0.9,0.011244811365353491
TH-M-200034,5813054384,0.3164623903347881,0.3528476453403532,0.8,0.036385255005565054
TH-M-200034,947573616,0.3226060590358033,0.3205093730176964,0.2,0.002096686018106919
TH-M-200049,331662710,0.2747648254256154,0.2772372232648721,1.0,0.0024723978392566792
TH-M-200064,331662710,0.226376952202409,0.1609796970085344,1.0,0.0653972551938746
TH-M-200095,422738252,0.3552142638450833,0.3006682030197309,0.9,0.054546060825352405
TH-M-300005,1131827390,0.2819900489324301,0.2838760531058307,0.9,0.0018860041734005684
TH-M-300063,5813009595,0.3273759767480209,0.3323245832620734,0.8,0.004948606514052545
Trh-F-100001,1225290633,0.3412426424417855,0.3915483074467111,0.6,0.050305665004925615
Trh-F-100038,1671638278,0.3156917382904391,0.3070482412305811,0.9,0.008643497059858007
Trh-F-100066,5813062858,0.5478343569839282,0.4241900981948442,0.9,0.12364425878908403
Trh-F-300112,957506896,0.4499327546985776,0.3824313560488622,0.9,0.06750139864971538
Trh-F-400055,957506896,0.4037117834804604,0.3846649543920808,0.9,0.01904682908837957
Trh-M-000172,1671638278,0.3400804791659684,0.2821287267388693,0.9,0.0579517524270991
Trh-M-100020,361312808,0.2127297295963741,0.272878752939499,0.8,0.060149023343124886
Trh-M-100025,1225290633,0.3063319728409345,0.3667689060769649,0.6,0.06043693323603039
Trh-M-100025,5813062858,0.4921062546297081,0.3508072777732178,0.8,0.1412989768564903
Trh-M-100037,1671638278,0.2910650284708174,0.2515216083817114,0.9,0.039543420089105996
Trh-M-100060,297230760,0.3443944329757716,0.4135075586154703,0.8,0.06911312563969868
Trh-M-100060,361312808,0.3671373330065465,0.2756264595960281,0.9,0.09151087341051839
Trh-M-100071,673746277,0.1140816101959563,0.2527964746728792,0.2,0.13871486447692288
Trh-M-100071,1225290633,0.3190469327629009,0.3424381106360201,0.6,0.023391177873119173
Trh-M-200043,5813054716,0.4648678671765752,0.4461606036684168,0.4,0.018707263508158378
Trh-M-300071,977339122,0.1435456055935553,0.1913686670469723,0.7,0.047823061453417
Trh-M-300138,922069357,0.2220919561321117,0.2140363300980224,0.9,0.008055626034089297
Trh-M-300138,832016427,0.2271506455684371,0.203780124175492,0.9,0.0233705213929451
Trh-M-300138,957506896,0.2409052685505275,0.2024866066388416,0.9,0.038418661911685886
Trh-M-300140,5813053851,0.1915038686972145,0.2068731847651227,0.9,0.0153693160679082
Trh-M-300140,957506896,0.2243546474683297,0.1911474078863143,0.9,0.03320723958201541
Trh-M-400023,5813053851,0.247707383642077,0.294087477318355,0.9,0.04638009367627799
Trh-M-400052,957506896,0.2388341063935998,0.2452260000533008,0.9,0.006391893659700998
Trh-M-400052,5813053851,0.2017341138468444,0.2358827815402135,0.9,0.034148667693369106
Trh-M-400110,5813053851,0.2638612034043091,0.2631972237588467,0.9,0.000663979645462387
Trh-M-400110,5813065004,0.3449775937760475,0.3107995610035436,0.7,0.034178032772503864
Trh-M-400131,832016427,0.2614659156647569,0.2440899563620458,0.9,0.017375959302711103
Trh-M-500163,922354084,0.3770516179694949,0.3341751942424872,0.9,0.04287642372700767
Trh-M-500163,829598814,0.3760388122981982,0.347471738679055,0.9,0.02856707361914318
VGlut-F-000016,5813027276,0.4534947310284311,0.3538717454778757,0.8,0.09962298555055538
VGlut-F-000016,950880008,0.6198680523513118,0.5078493248092139,0.8,0.11201872754209796
VGlut-F-000111,5812987694,0.0491388515229279,0.1316969766208021,0.4,0.08255812509787419
VGlut-F-000111,5813021583,0.2837456711313363,0.2350069973516543,0.5,0.048738673779681996
VGlut-F-000158,298254384,0.4998279890507571,0.4660231616726213,0.7,0.03380482737813578
VGlut-F-000158,5813020785,0.3508938483557989,0.3831661667644317,0.6,0.032272318408632816
VGlut-F-000177,5813056321,0.4232829423264115,0.4028579892675586,0.8,0.02042495305885289
VGlut-F-000303,5813011119,0.4655453792099993,0.4911155785845903,0.8,0.02557019937459104
VGlut-F-000463,1733677514,0.2754739783980182,0.2592180525328895,0.9,0.016255925865128695
VGlut-F-000556,885168486,0.496891118768447,0.4189191952253301,0.8,0.07797192354311688
VGlut-F-100002,914778159,0.182376620301728,0.1783140393474983,0.7,0.004062580954229705
VGlut-F-100003,1671638278,0.2845071918501733,0.3330575852300606,0.9,0.04855039337988731
VGlut-F-100035,575768294,0.3276486724395889,0.3595866685091565,0.8,0.0319379960695676
VGlut-F-100125,1107081827,0.278739492231792,0.2417647222732531,0.8,0.036974769958538906
VGlut-F-200036,797442049,0.4471053992603545,0.3217166517090439,0.7,0.12538874755131058
VGlut-F-200036,5813059915,0.0868933093967998,0.0495070035302611,0.3,0.037386305866538704
VGlut-F-200062,297251714,0.4438474628335882,0.3912503885531777,0.6,0.05259707428041055
VGlut-F-200062,296139882,0.4489517259991754,0.3725059976446675,0.6,0.07644572835450786
VGlut-F-200459,5813011119,0.4780255928774438,0.4305659595731776,0.8,0.04745963330426617
VGlut-F-300438,329566197,0.4820283057312358,0.4375910778221314,0.9,0.04443722790910437
VGlut-F-400049,297917475,0.4567481488616237,0.4230007219845969,0.8,0.03374742687702681
VGlut-F-400184,1762359683,0.30962164545,0.2855068579488781,0.0,0.024114787501121893
VGlut-F-400184,1667251683,0.4041419412184926,0.266412636040044,0.5,0.1377293051784486
VGlut-F-400334,447599745,0.3553823900502065,0.4087174849466209,0.8,0.053335094896414414
VGlut-F-400757,5813039309,0.2748347132650441,0.2773058268898962,0.0,0.0024711136248520837
VGlut-F-400757,1670597533,0.3285110936424766,0.2644971034378002,0.0,0.06401399020467641
VGlut-F-400898,1762359683,0.3389130338175431,0.3456896183471398,0.0,0.006776584529596674
VGlut-F-400898,1916800213,0.2905443848433587,0.33422555492898,0.0,0.04368117008562128
VGlut-F-500002,5813011298,0.4040215079731623,0.3607042083077094,0.7,0.04331729966545289
VGlut-F-500335,1762359683,0.258458056054012,0.2652971843482331,0.0,0.006839128294221064
VGlut-F-500335,5813039309,0.1555685626161594,0.2654550684281826,0.0,0.10988650581202322
VGlut-F-500876,1640555311,0.2918945018946889,0.303276645492781,0.0,0.011382143598092087
VGlut-F-500876,1639886198,0.3108977777108163,0.3050746260723483,0.0,0.005823151638467972
VGlut-F-600204,5813061218,0.2343162363101327,0.192221299151744,0.9,0.04209493715838872
VGlut-F-700261,5813047489,0.3309933525551434,0.3358030362202403,0.7,0.004809683665096931
VGlut-F-700261,5813057579,0.1079667405083276,0.1936765096591425,0.4,0.0857097691508149
VGlut-F-800130,1671620613,0.2618105795677741,0.233537954597131,0.6,0.02827262497064309
VGlut-F-800130,1762359683,0.4551548891106451,0.3641278405466535,0.7,0.09102704856399163
fru-F-000094,422751191,0.3093605418308361,0.2896812183791542,0.7,0.019679323451681885
fru-F-000131,360591860,0.4682375562550216,0.4365610253541129,0.7,0.03167653090090872
fru-F-000131,298258611,0.4607224303445389,0.4213355396826364,0.8,0.03938689066190254
fru-F-000131,5812980529,0.4625865466566038,0.5215638861309885,0.8,0.05897733947438466
fru-M-000335,673776769,0.2820741512383352,0.2338609911254953,0.7,0.04821316011283988
fru-M-000339,329289084,0.1820424035721774,0.1737145818405769,0.8,0.008327821731600515
fru-M-000339,452029745,0.2242675968440835,0.174717709412204,0.8,0.04954988743187952
fru-M-300299,579268807,0.2646907436210928,0.2382793335594207,0.8,0.026411410061672108
npf-M-300037,5813069630,0.2409954889642864,0.2676460608322374,0.9,0.026650571867951
Cha-F-000088,1670597533,0.3541488452592147,0.2926982103589201,0.6,0.06145063490029462
Cha-F-000239,1672320134,0.092973551307595,0.0642782271060023,0.0,0.02869532420159271
Cha-F-000239,5813069085,0.1095345349650196,0.0903660459497725,0.0,0.019168489015247092
Cha-F-000239,1704347707,0.0001764042624017,-0.0109533139126421,0.0,0.0111297181750438
Cha-F-200299,950880008,0.4335380154881133,0.3869734214515736,0.3,0.04656459403653973
Cha-F-200299,5813023322,0.2836732299437787,0.3302726080257593,0.3,0.046599378081980614
Cha-F-200299,5813098368,0.4230938843998117,0.4681879688121159,0.3,0.04509408441230417
Cha-F-300344,5813047970,0.3743410993390884,0.3254572821919491,0.7,0.0488838171471393
Cha-F-300344,951916894,0.3575725555966605,0.3795484525967019,0.7,0.021975897000041378
Cha-F-400237,1321564092,0.5506692010922314,0.3700840935482052,0.5,0.18058510754402618
Cha-F-400237,950880008,0.4682136440086209,0.3710824070190067,0.5,0.09713123698961423
Cha-F-400237,951234513,0.4043194693379698,0.4533949284602988,0.0,0.04907545912232897
Cha-F-800090,361312808,0.2099198679985444,0.2855367300574307,0.0,0.07561686205888629
Cha-F-800090,487144598,0.0438002269223459,0.0996439863741193,0.0,0.055843759451773396
Cha-F-800090,329897255,0.1243498268936931,0.157236174981379,0.0,0.03288634808768591
Gad1-F-000694,5813070613,0.2408533356072606,0.3115332031193157,0.0,0.0706798675120551
Gad1-F-000694,5813057853,0.3614873266941238,0.3498882426302247,0.0,0.01159908406389909
Gad1-F-000694,1383016399,0.2816907188834251,0.2850624204964,0.0,0.003371701612974898
Gad1-F-000703,421641859,0.3974526934456654,0.2945139185094747,0.0,0.10293877493619069
Gad1-F-000703,360259229,0.3053513450546566,0.4029130954506221,0.0,0.09756175039596549
Gad1-F-200186,1702306037,0.14841426018768,0.0582894625426997,0.0,0.0901247976449803
Gad1-F-200186,5813039309,0.0484015414193712,0.1105908302002617,0.0,0.0621892887808905
Gad1-F-200186,5813034455,0.0668470048251538,0.0108455615796546,0.6,0.056001443245499195
TH-F-000009,1406911688,0.222456828073207,0.3033461152277523,0.5,0.0808892871545453
TH-F-000010,298258611,0.4029991429514418,0.3331467979834761,0.6,0.06985234496796572
TH-F-000019,675767414,0.4060808092798784,0.4130289884888322,0.0,0.0069481792089537975
TH-F-000019,510049477,0.4164182203756429,0.5008794093727247,0.0,0.08446118899708177
TH-M-000029,675767414,0.3676004316887747,0.3718424817804505,0.0,0.004242050091675775
TH-M-000032,675767414,0.3825108175778764,0.387610218471805,0.0,0.005099400893928574
TH-M-000032,611629428,0.3644004166317188,0.3627648311390962,0.3,0.0016355854926226043
TH-M-100027,5813057579,0.2373899654123571,0.2946788385662656,0.0,0.05728887315390849
TH-M-100027,797442049,0.1715581392569377,0.1928704562495338,0.0,0.021312316992596114
TH-M-100027,5813021583,0.1089125883175566,0.0863510015424096,0.0,0.022561586775146997
TH-M-200034,5813021112,0.2890751883761128,0.3389738010944695,0.4,0.049898612718356716
TH-M-200034,1406911688,0.2233551002154465,0.2714587526464643,0.0,0.0481036524310178
TH-M-200034,797442049,0.1565302067170981,0.2277367568308546,0.0,0.07120655011375648
TH-M-200035,387870860,0.2140093456630529,0.312222650117205,0.0,0.0982133044541521
TH-M-300017,5813021112,0.2907316738352558,0.3470705558783781,0.2,0.05633888204312232
TH-M-300017,1406911688,0.1834072656054582,0.2886787398370265,0.3,0.10527147423156832
Trh-M-100025,673746277,0.1043209428138945,0.2099595911192825,0.0,0.10563864830538801
Trh-M-100060,297251714,0.2993381798497863,0.2812353732049504,0.2,0.018102806644835878
Trh-M-100071,5813062858,0.5099591059810328,0.3756384776800894,0.7,0.13432062830094338
Trh-M-500163,5813033196,0.3593447012595381,0.360282234853472,0.7,0.0009375335939338925
Trh-M-700039,797442049,-0.002048426104495,0.036938768625667,0.2,0.038987194730162
VGlut-F-000016,5813098368,0.3927574910990671,0.4273759349913843,0.5,0.03461844389231722
VGlut-F-000016,1321564092,0.629873250352439,0.476812438923428,0.7,0.153060811429011
VGlut-F-000016,857793013,0.1371706675235395,0.2411639880945945,0.0,0.10399332057105498
VGlut-F-000111,5813057579,0.3194620456340731,0.2008284839695991,0.0,0.118633561664474
VGlut-F-000158,328870472,0.4773435067761159,0.4186480337340703,0.0,0.05869547304204564
VGlut-F-000158,298612190,0.3987451321590499,0.4137540532583186,0.0,0.015008921099268713
VGlut-F-000158,5813078542,0.4168657129950684,0.4593892831919613,0.0,0.0425235701968929
VGlut-F-200036,947573616,0.4673326506572168,0.2749124755902334,0.0,0.1924201750669834
VGlut-F-200062,329225149,0.1609495043371182,0.1369029411972703,0.0,0.024046563139847876
VGlut-F-200062,361312808,0.2904770995009509,0.1976539190826896,0.0,0.09282318041826132
VGlut-F-200062,329897255,0.1734365140652712,0.0834464625881473,0.0,0.0899900514771239
VGlut-F-200143,298254384,0.4335853729230327,0.4139538386814986,0.0,0.019631534241534077
VGlut-F-200143,5813020785,0.3641403344109238,0.3908849984394255,0.0,0.026744664028501675
VGlut-F-400184,1704347707,0.3263616903344887,0.2443025773079236,0.0,0.0820591130265651
VGlut-F-400186,5813034455,0.2827053241857056,0.2196374672446661,0.6,0.0630678569410395
VGlut-F-400757,1640555311,0.2513784803961449,0.264068056770013,0.0,0.012689576373868083
VGlut-F-400757,1888199872,0.2737303895171188,0.258350667548851,0.7,0.015379721968267812
VGlut-F-400757,1762359683,0.4172811706115371,0.3091153183872162,0.0,0.1081658522243209
VGlut-F-400898,1702306037,0.3290720380875946,0.2889061887638084,0.0,0.040165849323786196
VGlut-F-400898,5813034455,0.2805198346610421,0.2662692932109023,0.7,0.014250541450139764
VGlut-F-500876,5813039309,0.2993633088027155,0.2774610791314035,0.0,0.021902229671312
VGlut-F-700261,5813021112,0.2526268450319531,0.2318139942321802,0.0,0.02081285079977291
VGlut-F-700541,5813039309,0.2221987368955689,0.2589035241568301,0.0,0.036704787261261196
VGlut-F-700541,1702306037,0.3440429232861721,0.2236263154676404,0.0,0.1204166078185317
VGlut-F-800130,1640887603,0.3299053258571409,0.2878786798287051,0.0,0.04202664602843581
VGlut-F-800130,1578826464,0.3543521947572425,0.2983643041788086,0.0,0.055987890578433896
VGlut-F-800130,1640922754,0.408271708835767,0.315937837852264,0.0,0.09233387098350304
Cha-F-000009,1048215779,0.3039457312003238,0.3880910868238198,0.9,0.08414535562349601
Cha-F-000009,1078693835,0.4036365916610372,0.3775408764353726,1.0,0.026095715225664617
Cha-F-400112,1224258912,-0.8720169658737666,-0.8591951181196711,0.0,0.012821847754095561
Cha-F-400112,5813022925,-0.7954689223750928,-0.7784663338822558,0.0,0.01700258849283698
Cha-F-400201,1639886198,-0.7884883700625114,-0.7782268206479132,0.0,0.010261549414598226
Cha-F-400201,1640555311,-0.7847299198120299,-0.756772316391538,0.0,0.027957603420491917
Cha-F-800086,579916831,0.0894923768845003,0.05320551824165,0.0,0.036286858642850306
Cha-F-800086,5812981543,0.191739656979401,0.3514346126662575,0.9,0.15969495568685646
E0585-F-200015,457175171,0.2916229053366149,0.3860963933030584,0.8,0.0944734879664435
E0585-F-200015,518899665,0.1872816121019583,0.1822424603431278,0.4,0.00503915175883049
E0585-F-300042,457175171,0.2950593449733475,0.4314687569212673,0.8,0.13640941194791978
E0585-F-300042,642664141,0.2920033866666541,0.4022704331238794,1.0,0.11026704645722529
fru-F-200052,1228683492,-0.8155479550286222,-0.6993293043297465,0.0,0.11621865069887571
fru-F-200052,456156825,-0.2333689061807562,-0.2256048863465666,0.0,0.007764019834189589
fru-F-400010,862705904,0.2987656760855208,0.3202189242307946,0.9,0.02145324814527383
fru-F-400010,1173745330,0.3239585137695164,0.3235267525595789,0.9,0.0004317612099374868
fru-F-400071,1205090786,0.3696560956729278,0.3167272552171428,0.6,0.052928840455785
fru-F-400071,1173745330,0.2384559029408368,0.2533056297495127,0.8,0.014849726808675912
fru-F-400141,862705904,0.3334948297483112,0.267042625043319,0.7,0.06645220470499219
fru-F-400141,1142356576,0.3394463811052221,0.3577986789773751,0.9,0.018352297872153034
fru-F-400196,1100792636,-0.7836760872974519,-0.7211235303833764,0.0,0.06255255691407546
fru-F-400196,1141324564,0.2747525968141984,0.3824647160169397,0.8,0.10771211920274132
fru-F-400214,983759126,0.3130888551403078,0.3633068564857686,0.8,0.05021800134546078
fru-F-400214,1173045815,0.3162505622289523,0.3140115796705828,0.8,0.0022389825583695178
fru-F-400229,5813087817,0.2963116186752503,0.3502981966569,0.5,0.053986577981649686
fru-F-400229,1700644008,-0.6685913424425031,-0.6566887408893133,0.0,0.011902601553189784
fru-F-400338,1141678665,0.289345717831681,0.3286842515124306,0.8,0.03933853368074958
fru-F-400338,1205090786,0.2509566961297709,0.2868731670489251,0.8,0.03591647091915423
fru-F-400437,1173745330,0.3845610896424281,0.4066193687937424,0.8,0.02205827915131431
fru-F-400437,1141678665,0.3403818544265005,0.3460130179813973,0.8,0.00563116355489679
fru-F-400475,5901203987,-0.6344095553247231,-0.7234655101819477,0.0,0.08905595485722462
