fc,em,similarity score
TH-M-000029,859265651,0.5332432802111171
TH-M-000029,510049477,0.3107514559810586
TH-M-000030,792692885,0.0702711047184178
TH-M-000045,331662710,0.2592618582880993
TH-M-100016,331662710,0.1863889533843607
TH-M-100027,947573616,0.347990980742357
TH-M-100027,5813054384,0.3020582552329843
TH-M-100057,1198330286,0.2879897872444144
TH-M-100063,1198330286,0.3323483166583784
TH-M-200010,422738252,0.3875926437189578
TH-M-200013,5813062871,0.3045652065829887
TH-M-200034,5813054384,0.3164623903347881
TH-M-200034,947573616,0.3226060590358033
TH-M-200049,331662710,0.2747648254256154
TH-M-200064,331662710,0.226376952202409
TH-M-200095,422738252,0.3552142638450833
TH-M-300005,1131827390,0.2819900489324301
TH-M-300063,5813009595,0.3273759767480209
Trh-F-100001,1225290633,0.3412426424417855
Trh-F-100038,1671638278,0.3156917382904391
Trh-F-100066,5813062858,0.5478343569839282
Trh-F-300112,957506896,0.4499327546985776
Trh-F-400055,957506896,0.4037117834804604
Trh-M-000172,1671638278,0.3400804791659684
Trh-M-100020,361312808,0.2127297295963741
Trh-M-100025,1225290633,0.3063319728409345
Trh-M-100025,5813062858,0.4921062546297081
Trh-M-100037,1671638278,0.2910650284708174
Trh-M-100060,297230760,0.3443944329757716
Trh-M-100060,361312808,0.3671373330065465
Trh-M-100071,673746277,0.1140816101959563
Trh-M-100071,1225290633,0.3190469327629009
Trh-M-200043,5813054716,0.4648678671765752
Trh-M-300071,977339122,0.1435456055935553
Trh-M-300138,922069357,0.2220919561321117
Trh-M-300138,832016427,0.2271506455684371
Trh-M-300138,957506896,0.2409052685505275
Trh-M-300140,5813053851,0.1915038686972145
Trh-M-300140,957506896,0.2243546474683297
Trh-M-400023,5813053851,0.247707383642077
Trh-M-400052,957506896,0.2388341063935998
Trh-M-400052,5813053851,0.2017341138468444
Trh-M-400110,5813053851,0.2638612034043091
Trh-M-400110,5813065004,0.3449775937760475
Trh-M-400131,832016427,0.2614659156647569
Trh-M-500163,922354084,0.3770516179694949
Trh-M-500163,829598814,0.3760388122981982
VGlut-F-000016,5813027276,0.4534947310284311
VGlut-F-000016,950880008,0.6198680523513118
VGlut-F-000111,5812987694,0.0491388515229279
VGlut-F-000111,5813021583,0.2837456711313363
VGlut-F-000158,298254384,0.4998279890507571
VGlut-F-000158,5813020785,0.3508938483557989
VGlut-F-000177,5813056321,0.4232829423264115
VGlut-F-000303,5813011119,0.4655453792099993
VGlut-F-000463,1733677514,0.2754739783980182
VGlut-F-000556,885168486,0.496891118768447
VGlut-F-100002,914778159,0.182376620301728
VGlut-F-100003,1671638278,0.2845071918501733
VGlut-F-100035,575768294,0.3276486724395889
VGlut-F-100125,1107081827,0.278739492231792
VGlut-F-200036,797442049,0.4471053992603545
VGlut-F-200036,5813059915,0.0868933093967998
VGlut-F-200062,297251714,0.4438474628335882
VGlut-F-200062,296139882,0.4489517259991754
VGlut-F-200459,5813011119,0.4780255928774438
VGlut-F-300438,329566197,0.4820283057312358
VGlut-F-400049,297917475,0.4567481488616237
VGlut-F-400184,1762359683,0.30962164545
VGlut-F-400184,1667251683,0.4041419412184926
VGlut-F-400334,447599745,0.3553823900502065
VGlut-F-400757,5813039309,0.2748347132650441
VGlut-F-400757,1670597533,0.3285110936424766
VGlut-F-400898,1762359683,0.3389130338175431
VGlut-F-400898,1916800213,0.2905443848433587
VGlut-F-500002,5813011298,0.4040215079731623
VGlut-F-500335,1762359683,0.258458056054012
VGlut-F-500335,5813039309,0.1555685626161594
VGlut-F-500876,1640555311,0.2918945018946889
VGlut-F-500876,1639886198,0.3108977777108163
VGlut-F-600204,5813061218,0.2343162363101327
VGlut-F-700261,5813047489,0.3309933525551434
VGlut-F-700261,5813057579,0.1079667405083276
VGlut-F-800130,1671620613,0.2618105795677741
VGlut-F-800130,1762359683,0.4551548891106451
fru-F-000094,422751191,0.3093605418308361
fru-F-000131,360591860,0.4682375562550216
fru-F-000131,298258611,0.4607224303445389
fru-F-000131,5812980529,0.4625865466566038
fru-M-000335,673776769,0.2820741512383352
fru-M-000339,329289084,0.1820424035721774
fru-M-000339,452029745,0.2242675968440835
fru-M-300299,579268807,0.2646907436210928
npf-M-300037,5813069630,0.2409954889642864
Cha-F-000088,1670597533,0.3541488452592147
Cha-F-000239,1672320134,0.092973551307595
Cha-F-000239,5813069085,0.1095345349650196
Cha-F-000239,1704347707,0.0001764042624017
Cha-F-200299,950880008,0.4335380154881133
Cha-F-200299,5813023322,0.2836732299437787
Cha-F-200299,5813098368,0.4230938843998117
Cha-F-300344,5813047970,0.3743410993390884
Cha-F-300344,951916894,0.3575725555966605
Cha-F-400237,1321564092,0.5506692010922314
Cha-F-400237,950880008,0.4682136440086209
Cha-F-400237,951234513,0.4043194693379698
Cha-F-800090,361312808,0.2099198679985444
Cha-F-800090,487144598,0.0438002269223459
Cha-F-800090,329897255,0.1243498268936931
Gad1-F-000694,5813070613,0.2408533356072606
Gad1-F-000694,5813057853,0.3614873266941238
Gad1-F-000694,1383016399,0.2816907188834251
Gad1-F-000703,421641859,0.3974526934456654
Gad1-F-000703,360259229,0.3053513450546566
Gad1-F-200186,1702306037,0.14841426018768
Gad1-F-200186,5813039309,0.0484015414193712
Gad1-F-200186,5813034455,0.0668470048251538
TH-F-000009,1406911688,0.222456828073207
TH-F-000010,298258611,0.4029991429514418
TH-F-000019,675767414,0.4060808092798784
TH-F-000019,510049477,0.4164182203756429
TH-M-000029,675767414,0.3676004316887747
TH-M-000032,675767414,0.3825108175778764
TH-M-000032,611629428,0.3644004166317188
TH-M-100027,5813057579,0.2373899654123571
TH-M-100027,797442049,0.1715581392569377
TH-M-100027,5813021583,0.1089125883175566
TH-M-200034,5813021112,0.2890751883761128
TH-M-200034,1406911688,0.2233551002154465
TH-M-200034,797442049,0.1565302067170981
TH-M-200035,387870860,0.2140093456630529
TH-M-300017,5813021112,0.2907316738352558
TH-M-300017,1406911688,0.1834072656054582
Trh-M-100025,673746277,0.1043209428138945
Trh-M-100060,297251714,0.2993381798497863
Trh-M-100071,5813062858,0.5099591059810328
Trh-M-500163,5813033196,0.3593447012595381
Trh-M-700039,797442049,-0.002048426104495
VGlut-F-000016,5813098368,0.3927574910990671
VGlut-F-000016,1321564092,0.629873250352439
VGlut-F-000016,857793013,0.1371706675235395
VGlut-F-000111,5813057579,0.3194620456340731
VGlut-F-000158,328870472,0.4773435067761159
VGlut-F-000158,298612190,0.3987451321590499
VGlut-F-000158,5813078542,0.4168657129950684
VGlut-F-200036,947573616,0.4673326506572168
VGlut-F-200062,329225149,0.1609495043371182
VGlut-F-200062,361312808,0.2904770995009509
VGlut-F-200062,329897255,0.1734365140652712
VGlut-F-200143,298254384,0.4335853729230327
VGlut-F-200143,5813020785,0.3641403344109238
VGlut-F-400184,1704347707,0.3263616903344887
VGlut-F-400186,5813034455,0.2827053241857056
VGlut-F-400757,1640555311,0.2513784803961449
VGlut-F-400757,1888199872,0.2737303895171188
VGlut-F-400757,1762359683,0.4172811706115371
VGlut-F-400898,1702306037,0.3290720380875946
VGlut-F-400898,5813034455,0.2805198346610421
VGlut-F-500876,5813039309,0.2993633088027155
VGlut-F-700261,5813021112,0.2526268450319531
VGlut-F-700541,5813039309,0.2221987368955689
VGlut-F-700541,1702306037,0.3440429232861721
VGlut-F-800130,1640887603,0.3299053258571409
VGlut-F-800130,1578826464,0.3543521947572425
VGlut-F-800130,1640922754,0.408271708835767
Cha-F-000009,1048215779,0.3039457312003238
Cha-F-000009,1078693835,0.4036365916610372
Cha-F-400112,1224258912,-0.8720169658737666
Cha-F-400112,5813022925,-0.7954689223750928
Cha-F-400201,1639886198,-0.7884883700625114
Cha-F-400201,1640555311,-0.7847299198120299
Cha-F-800086,579916831,0.0894923768845003
Cha-F-800086,5812981543,0.191739656979401
E0585-F-200015,457175171,0.2916229053366149
E0585-F-200015,518899665,0.1872816121019583
E0585-F-300042,457175171,0.2950593449733475
E0585-F-300042,642664141,0.2920033866666541
fru-F-200052,1228683492,-0.8155479550286222
fru-F-200052,456156825,-0.2333689061807562
fru-F-400010,862705904,0.2987656760855208
fru-F-400010,1173745330,0.3239585137695164
fru-F-400071,1205090786,0.3696560956729278
fru-F-400071,1173745330,0.2384559029408368
fru-F-400141,862705904,0.3334948297483112
fru-F-400141,1142356576,0.3394463811052221
fru-F-400196,1100792636,-0.7836760872974519
fru-F-400196,1141324564,0.2747525968141984
fru-F-400214,983759126,0.3130888551403078
fru-F-400214,1173045815,0.3162505622289523
fru-F-400229,5813087817,0.2963116186752503
fru-F-400229,1700644008,-0.6685913424425031
fru-F-400338,1141678665,0.289345717831681
fru-F-400338,1205090786,0.2509566961297709
fru-F-400437,1173745330,0.3845610896424281
fru-F-400437,1141678665,0.3403818544265005
fru-F-400475,5901203987,-0.6344095553247231
fru-F-400475,519591210,-0.4196454187368075
fru-F-500083,1261130127,-0.7166589026018956
fru-F-500083,1261129711,-0.6871078014609188
fru-F-500115,1206114100,0.3293945285844213
fru-F-500115,1173745330,0.3127137777084792
fru-F-500297,1051630846,0.3082977960801412
fru-F-500297,948035783,-0.8126380581269609
fru-F-500435,1142011140,0.299723260332038
fru-F-500435,1510648834,-0.5708697017880318
fru-F-500584,862705904,0.2536525268304263
fru-F-500584,1205090786,0.2974151818919582
fru-F-600168,1101133698,-0.8773984303061407
fru-F-600168,977343309,-0.7777951913884423
fru-F-600186,609587511,-0.2118042394733895
fru-F-600186,550280614,-0.1848609868415094
fru-F-700104,1142365351,0.330073435790746
fru-F-700104,1173745330,0.3747436919983594
fru-F-700114,1224945418,-0.8809423805589504
fru-F-700114,1224258912,-0.8814668933730279
fru-F-700163,1142356576,0.3207056370213736
fru-F-700163,862705904,0.1981557834247673
fru-F-700245,1204175835,0.3565798375542092
fru-F-700245,1100792636,-0.8434613443168002
fru-F-700257,1141337605,0.2966146467734892
fru-F-700257,1224258912,-0.8661811662390332
fru-M-400031,1290416713,-0.825727086080809
fru-M-400031,1198006801,-0.7290747346624668
fru-M-400362,955464899,0.2113214034745652
fru-M-400362,1469403612,-0.4407446092333202
fru-M-400401,955464899,0.2181435393073803
fru-M-400401,829261936,0.118073835112469
fru-M-500174,266187383,-0.7435575059585764
fru-M-500174,977343309,-0.7255658150211726
fru-M-500374,737832306,-0.494051742017866
fru-M-500374,1224258912,-0.8745916665594269
fru-M-500377,1100792636,-0.7437010501569972
fru-M-500377,5813057274,-0.7567812329470975
fru-M-500383,5813034306,-0.7300138784722471
fru-M-500383,1205090786,0.2494247191654224
fru-M-700067,1228683492,-0.767183979802348
fru-M-700067,550617370,-0.3902071677138173
fru-M-700270,1204175835,0.1844882086871381
fru-M-700270,1510648834,-0.6597259519800344
G0239-F-000001,300972942,0.5281743310796015
G0239-F-000001,5813068729,0.5152910386986207
G0239-F-000003,300972942,0.5668231584219463
G0239-F-000003,5813068729,0.5698827623721984
G0239-F-000005,300972942,0.5958767571038261
G0239-F-000005,5813068729,0.594635267956254
G0239-F-000007,300972942,0.5185628077016659
G0239-F-000007,5813068729,0.5135983234943614
G0239-F-000008,300972942,0.4728494174753922
G0239-F-000008,267896360,0.0736616783012536
G0239-F-000009,5813068729,0.4754352097723557
G0239-F-000009,300972942,0.4979357955067144
G0239-F-000011,676573560,-0.4699866494192237
G0239-F-000011,636667489,-0.6512602623074479
G0239-F-000012,300972942,0.4616887355300005
G0239-F-000012,5813068729,0.4585583219869447
G0239-F-000013,300972942,0.4934136582459022
G0239-F-000013,5813068729,0.4908744916201111
Gad1-F-001409,1610224198,-0.881988558087475
Gad1-F-001409,1641250106,-0.8805948144736944
Gad1-F-101173,5813020585,0.404162224430693
Gad1-F-101173,5813020455,0.4365736320363102
Gad1-F-200227,5813022201,0.4097892939294245
Gad1-F-200227,860983686,0.375262465757651
Gad1-F-300153,1224258912,-0.8800276637252797
Gad1-F-300153,1224945418,-0.8812737702408238
Gad1-F-300154,517854468,0.4064670663949653
Gad1-F-300154,423774471,0.3983132806824507
Gad1-F-300275,702389193,-0.6281375016691357
Gad1-F-300309,955464899,0.3701957192535079
Gad1-F-300309,862705904,0.2112484780443194
Gad1-F-301525,422682603,0.2723015191783566
Gad1-F-301525,1419019956,0.2729198958362294
Gad1-F-301704,424789697,0.3955799728574261
Gad1-F-301704,760686202,-0.5916531156605858
Gad1-F-400259,518899665,0.145709541570251
Gad1-F-400259,296543992,-0.5264764827189491
Gad1-F-400718,1266871604,0.3636354300967918
Gad1-F-400718,673518025,-0.8786268246862812
Gad1-F-400957,1262114202,0.5125392590457241
Gad1-F-400957,1261423370,0.4636494034906726
Gad1-F-402516,829261936,0.3533272948359736
Gad1-F-402516,862705904,0.4390151417276839
Gad1-F-500136,946641153,-0.6621544848472644
Gad1-F-500136,1290416713,-0.5290437109293213
Gad1-F-500365,613719036,0.4291986467730668
Gad1-F-500365,768555687,0.4708951574317556
Gad1-F-500524,1173045815,0.3102453127431223
Gad1-F-500524,1141337605,0.2505990264672081
Gad1-F-500559,5813022201,0.3372954976043243
Gad1-F-500559,1171690479,0.1144862345939813
Gad1-F-502126,1142365351,0.3622874446912489
Gad1-F-502126,956138930,0.3785711993503995
Gad1-F-600109,1670278227,-0.7617758656023459
Gad1-F-600109,1510648834,-0.7033595142245669
Gad1-F-600115,946641153,-0.6557913153068754
Gad1-F-600345,922810839,-0.7981338736051873
Gad1-F-600345,5813077405,-0.5426545529256611
Gad1-F-601324,5812980638,-0.1115510459972853
Gad1-F-601324,1172372382,0.2778138214111241
Gad1-F-700131,613719036,0.451459621169587
Gad1-F-700131,673085197,0.3948825327605211
Gad1-F-800094,1198330641,-0.839674049746636
Gad1-F-800094,1290416713,-0.8399034465970712
Gad1-F-900001,1290416713,-0.8142401550970187
Gad1-F-900001,5813026366,-0.7458645055448945
Gad1-F-900194,1448929233,-0.7022046424365878
Gad1-F-900194,1193560072,-0.8783723834165058
TH-F-000101,331662710,0.4526126678356968
TH-F-000101,421641859,0.0158342338798997
TH-F-100083,329970706,-0.1258430401113479
TH-F-100099,329970706,-0.0805568226163414
TH-F-200030,328943204,0.2870179243697012
TH-F-200030,203253253,-0.0179567508658056
TH-F-200033,517514142,0.3739254382356782
TH-F-200033,608922563,0.1657616455536738
TH-F-200081,330268940,0.1353389012333618
TH-F-300020,484911954,-0.230088891111011
TH-F-300020,1048172314,-0.2871815369924423
TH-F-300073,328943204,0.2117791690327684
TH-F-300073,361040812,-0.092949867251774
TH-F-700001,418969956,-0.8295210434145018
TH-F-700001,297166053,-0.5266797241409197
TH-F-700004,643830129,-0.7616609381362546
TH-F-700004,5813089803,-0.7527672147317357
TH-F-700016,5812982779,0.333879385857398
TH-F-700016,5813089803,-0.8140274362746388
TH-F-700022,946645313,-0.6310221056315621
TH-F-700022,981362334,-0.1665162898922534
TH-M-300021,517514142,0.3090520758387322
TH-M-300021,5813049380,0.2329367396289809
TH-M-500003,580287695,-0.324648507489782
TH-M-500003,456156825,-0.2741463786729931
TH-M-600002,1224258912,-0.8499099568530516
TH-M-600002,1193560072,-0.8329121589697436
TH-M-600003,1224595289,-0.8693205509699322
TH-M-600003,1224258912,-0.8642178890032405
TH-M-700002,1224595289,-0.7358627789560731
TH-M-700002,1224945418,-0.745519202986926
TH-M-700013,5812979156,0.1843177169359779
TH-M-700013,644417074,0.1872095289710633
TH-M-700017,604864392,-0.842358333896497
TH-M-700017,454439022,-0.4197347638994477
Trh-M-000099,1602402027,-0.5547606361094198
Trh-M-000099,986828383,0.1747560874598251
Trh-M-800009,1048215779,0.4333540144105956
Trh-M-800009,1016835041,0.4285194309688774
VGlut-F-200594,5813058048,0.5449863079700238
VGlut-F-200594,328632707,-0.6004684185432697
VGlut-F-300680,5813020585,0.5637838866371796
VGlut-F-300680,1322474586,0.5708127569529146
VGlut-F-800070,894551935,0.2774280227279925
VGlut-F-800070,832357089,0.1385751542253099
VT0765-F-700001,613079053,-0.189528889950061
VT0765-F-700001,486544396,-0.4607309497894942
VT16811-F-700000,1078693835,0.3671879080303815
VT16811-F-700000,1729935421,-0.6298312509472923
VT24618-F-700000,5813058048,0.0222498412542144
VT24618-F-700000,299082033,-0.1006542750112606
VT38815-F-700000,799586652,0.3514779606418248
VT38815-F-700000,1640555311,-0.6501547217172913
VT38815-F-700001,799586652,0.3034468839617626
VT38815-F-700001,485745069,-0.8128610731904582
VT43401-F-700002,575768294,-0.5140185358104553
VT43401-F-700002,5813020673,-0.373646091175553
VT50245-F-700000,5813058316,-0.079395583889066
VT50245-F-700000,700486220,-0.2554404102383814
VT50245-F-700001,612414168,-0.4022310394748543
VT50245-F-700001,674807824,-0.308893931847995
VT50733-F-700000,919763043,-0.3937563204015597
VT50733-F-700000,519046655,0.0927033803117916
VT58722-F-700000,549282467,-0.156776197193028
VT58722-F-700000,326253554,-0.0241832101519989
VT58722-F-700001,673509195,0.1550140192742809
VT58722-F-700001,946990515,-0.6132996406761951
VT5948-F-700000,422725634,0.3748173311518716
VT5948-F-700000,519279166,-0.3507262835991639
VT5948-F-700001,422725634,0.3618142889945156
VT5948-F-700001,736174181,-0.3168602979870511
Cha-F-000088,1640909284,0.552663638952782
Cha-F-400237,1135441187,0.5493660011194337
Trh-M-200043,1671620613,0.5718218965667498
Trh-F-100001,5813062858,0.5827500944791939
Cha-F-000088,1699974843,0.4742640625762057
Cha-F-000088,1704347707,0.4470786674418123
VGlut-F-400757,1640922516,0.4934534397239933
VGlut-F-200392,792326206,0.5597423896469801
Cha-F-000088,5813055277,0.4580923674966537
Cha-F-000088,5813056598,0.4609619603939048
Cha-F-200299,1135441187,0.5729619026373229
VGlut-F-500876,1640922516,0.5475223690421255
VGlut-F-400898,1640922516,0.4638071085013991
VGlut-F-500876,1667251683,0.5352197967249525
Trh-M-100024,5813049824,0.4245393746441129
Trh-M-500163,862671913,0.4114641856885985
VGlut-F-400186,1640922516,0.4843254458895107
VGlut-F-500335,1640922516,0.4195979330267211
Trh-M-100024,5813020684,0.2787443087202142
VGlut-F-700541,1640922516,0.4606062709272646
TH-F-200026,330640044,0.4824870595623413
Trh-M-300140,1008024276,0.2393462031717668
Trh-M-400023,953414780,0.4406682242737147
Trh-M-100024,5813055834,0.3471809913216791
VGlut-F-500876,1669924220,0.4810300231295735
Trh-M-100024,946308203,0.3667099203357741
TH-F-000012,328533761,0.4969424262849477
TH-F-100036,5812980529,0.4412621127974098
Trh-M-500163,953410147,0.414913033730396
Trh-M-500163,768555687,0.3398706862271043
VGlut-F-800130,1671257931,0.3500665543942882
VGlut-F-200319,5813055865,0.4490360281128059
TH-M-000029,5813021602,0.3536503404938253
VGlut-F-800130,2135408892,0.3581806033774258
VGlut-F-800130,5813132949,0.3368457843273802
Trh-M-400110,953414780,0.4207753127966828
Trh-M-500163,672006007,0.3187642903329296
TH-F-000019,5813021602,0.4876696496690616
Trh-F-400055,1070426862,0.4052359420369985
TH-F-300062,1262360335,0.3553501847963847
Trh-M-500163,891663788,0.3334579235686518
VGlut-F-000463,1037293275,0.2971135433542017
Trh-M-400110,1008024276,0.2475719903462554
Trh-F-300112,953414780,0.4538427275790996
Trh-F-400055,1008024276,0.3795023760409126
Trh-F-300112,922069357,0.3857232914909994
Trh-F-300112,1008024276,0.4627645161037205
Trh-M-400023,988567837,0.440490296023899
TH-M-100063,1449247522,0.3407399234591489
VGlut-F-400898,1668944259,0.2779552876393514
Trh-M-400052,1008024276,0.198442279062151
VGlut-F-800130,1640555311,0.3536582881311406
Trh-F-400055,953414780,0.4315898539332515
Trh-F-300112,5813053851,0.4403164107530856
Trh-M-400131,1008024276,0.1717606789805252
Trh-M-400110,957506896,0.2463003280167092
fru-F-000094,298603730,0.4166789030105522
Cha-F-000239,1733677514,0.1961275257672794
TH-F-000036,5813011298,0.3699035593831682
VGlut-F-400757,5901196806,0.3107073131862768
TH-M-000030,328533761,0.4370281971448018
Cha-F-000239,1037293275,0.2083054724802925
VGlut-F-000177,672283773,0.3792916912160515
Trh-M-400110,1070426862,0.2585630505092669
VGlut-F-400049,297251714,0.5091615818496281
VGlut-F-400186,1700644008,0.2912061205567635
TH-M-300005,1289359184,0.2821278110153848
VGlut-F-500876,5813034455,0.3560004102763267
TH-F-100050,1289359184,0.4612412449923909
VGlut-F-500876,5901196806,0.3312972950298819
TH-M-000032,5813021602,0.3682109395385592
TH-F-300062,1666561406,0.3262895204078647
VGlut-F-400757,1730651751,0.3197210102256473
Trh-F-400055,922069357,0.3232317893373471
VGlut-F-400898,1700644008,0.2595012694733964
TH-F-300062,1168915489,0.3484819669186063
Trh-M-300138,1008024276,0.212316111934812
Trh-M-400023,957506896,0.2488136597160818
TH-M-100057,1449247522,0.2808245121278582
VGlut-F-400757,5813034455,0.3021229457139045
VGlut-F-700541,1700644008,0.2837159177262369
TH-F-200026,329970706,0.2851835230101707
TH-F-100075,5813011298,0.4560707296645359
VGlut-F-300438,5813019526,0.4120398692462067
Trh-M-400131,957506896,0.1954661871109722
Cha-F-000239,1794055377,0.1381621291082756
VGlut-F-200392,5813027276,0.4412305286810903
VGlut-F-400186,1730651751,0.3088859338016085
VGlut-F-400186,1888199872,0.2348629663544167
Cha-F-000239,1316245799,0.2192777361130771
Trh-M-400131,953414780,0.3389086710850531
TH-F-200106,1225640135,0.4005172957837448
TH-F-100036,359931311,0.3608751852465122
VGlut-F-200392,1135441187,0.3847656054636806
Trh-M-300138,953414780,0.3594650561258161
VGlut-F-700541,5901196806,0.2774257867213012
VGlut-F-400184,1730651751,0.250315925990506
Trh-M-400023,1051980223,0.3715753659142152
Trh-M-300071,1008024276,0.2693178346647337
VGlut-F-500335,5813034455,0.2365172732944549
TH-M-200013,1035601661,0.3257436705352465
Trh-M-300138,1070426862,0.2163013025999279
VGlut-F-400898,5901196806,0.2601196111999909
VGlut-F-700541,1668944259,0.2761324575406841
VGlut-F-700541,5813034455,0.2750579144963789
VGlut-F-100002,1978573010,0.2563430573936839
VGlut-F-300438,297580589,0.3179487278101187
Trh-M-400052,953414780,0.3130062584077671
Trh-M-400052,1070426862,0.2099828718321564
Trh-M-400052,922069357,0.199952274740648
VGlut-F-600204,5813064410,0.2637425381192581
Trh-M-400131,1070426862,0.2255277667758831
TH-F-200004,484126552,0.2883602391004846
Trh-M-300140,922069357,0.1963841643334516
Trh-M-300140,1070426862,0.1943769595180573
VGlut-F-400184,1700644008,0.2102510182252716
VGlut-F-200319,360259229,0.2906973660195326
fru-F-000094,328611004,0.3267047671353325
Cha-F-000239,610274029,0.0189809754942882
VGlut-F-500335,1888199872,0.2138945058452177
VGlut-F-000158,296543992,0.2659159630397251
