fc_id,em_id,score,label
Gad1-F-300154,423774471,0.6262,1
Gad1-F-300275,702389193,0.5088,0
Gad1-F-300309,955464899,0.641,1
Gad1-F-300309,862705904,0.6196,1
Gad1-F-301525,422682603,0.6072,1
Gad1-F-301525,1419019956,0.596,1
Gad1-F-301704,424789697,0.5412,0
Gad1-F-301704,760686202,0.5323,0
Gad1-F-400259,518899665,0.6143,0
Gad1-F-400259,296543992,0.6038,0
Gad1-F-400718,1266871604,0.5838,1
Gad1-F-400718,673518025,0.5682,0
Gad1-F-400957,1262114202,0.6502,1
Gad1-F-400957,1261423370,0.6318,1
Gad1-F-402516,829261936,0.6766,1
Gad1-F-402516,862705904,0.6667,1
Gad1-F-500136,946641153,0.562,0
Gad1-F-500136,1290416713,0.5365,0
Gad1-F-500365,613719036,0.6477,1
Gad1-F-500365,768555687,0.6331,1
Gad1-F-500524,1173045815,0.6529,1
Gad1-F-500524,1141337605,0.5983,1
Gad1-F-500559,5813022201,0.5732,1
Gad1-F-500559,1171690479,0.5684,1
Gad1-F-502126,1142365351,0.6,1
Gad1-F-502126,956138930,0.5773,1
Gad1-F-600109,1670278227,0.6294,0
Gad1-F-600109,1510648834,0.5323,0
Gad1-F-600115,946641153,0.506,0
Gad1-F-600345,922810839,0.5344,0
Gad1-F-600345,5813077405,0.5298,0
Gad1-F-601324,5812980638,0.513,0
Gad1-F-601324,1172372382,0.5127,0
Gad1-F-700131,613719036,0.6433,1
Gad1-F-700131,673085197,0.6364,1
Gad1-F-800094,1198330641,0.6092,0
Gad1-F-800094,1290416713,0.5972,0
Gad1-F-900001,1290416713,0.594,0
Gad1-F-900001,5813026366,0.5742,0
Gad1-F-900194,1448929233,0.5724,0
Gad1-F-900194,1193560072,0.5724,0
TH-F-000101,331662710,0.6927,1
TH-F-000101,421641859,0.6493,0
TH-F-100083,331662710,0.7112,1
TH-F-100083,329970706,0.597,0
TH-F-100099,331662710,0.6966,1
TH-F-100099,329970706,0.6387,0
TH-F-200030,328943204,0.6422,0
TH-F-200030,203253253,0.6236,0
TH-F-200033,517514142,0.7163,1
TH-F-200033,608922563,0.656,0
TH-F-200081,331662710,0.757,1
TH-F-200081,330268940,0.6606,0
TH-F-300020,484911954,0.6403,0
TH-F-300020,1048172314,0.6285,0
TH-F-300073,328943204,0.6133,1
TH-F-300073,361040812,0.5931,0
TH-F-700001,418969956,0.5424,0
TH-F-700001,297166053,0.54,0
TH-F-700004,643830129,0.5901,0
TH-F-700004,5813089803,0.5691,0
TH-F-700016,5812982779,0.5987,1
TH-F-700016,5813089803,0.5946,0
TH-F-700022,946645313,0.5079,0
TH-F-700022,981362334,0.5059,1
TH-M-300021,517514142,0.6879,1
TH-M-300021,5813049380,0.6802,0
TH-M-500003,580287695,0.5099,0
TH-M-500003,456156825,0.506,0
TH-M-600002,1224258912,0.6007,0
TH-M-600002,1193560072,0.5891,0
TH-M-600003,1224595289,0.5788,0
TH-M-600003,1224258912,0.5729,0
TH-M-700002,1224595289,0.5256,0
TH-M-700002,1224945418,0.518,0
TH-M-700013,5812979156,0.5697,1
TH-M-700013,644417074,0.5615,1
TH-M-700017,604864392,0.5452,0
TH-M-700017,454439022,0.5279,0
Trh-M-000099,1602402027,0.6006,1
Trh-M-000099,986828383,0.5949,1
Trh-M-800009,1048215779,0.7339,1
Trh-M-800009,1016835041,0.6882,1
VGlut-F-200594,5813058048,0.7571,1
VGlut-F-200594,328632707,0.6775,0
VGlut-F-300680,5813020585,0.6389,1
VGlut-F-300680,1322474586,0.626,1
VGlut-F-800070,894551935,0.5815,1
VGlut-F-800070,832357089,0.5812,0
VT0765-F-700001,613079053,0.5833,0
VT0765-F-700001,486544396,0.5428,0
VT16811-F-700000,1078693835,0.6402,0
VT16811-F-700000,1729935421,0.6032,0
VT24618-F-700000,5813058048,0.6275,0
VT24618-F-700000,299082033,0.6154,0
VT38815-F-700000,799586652,0.6302,0
VT38815-F-700000,1640555311,0.5962,0
VT38815-F-700001,799586652,0.681,0
VT38815-F-700001,485745069,0.6135,0
VT43401-F-700002,575768294,0.5573,0
VT43401-F-700002,5813020673,0.5437,0
VT50245-F-700000,5813058316,0.5211,0
VT50245-F-700000,700486220,0.5125,0
VT50245-F-700001,612414168,0.6005,0
VT50245-F-700001,674807824,0.5692,0
VT50733-F-700000,919763043,0.6403,0
VT50733-F-700000,519046655,0.6385,0
VT58722-F-700000,549282467,0.5764,1
VT58722-F-700000,326253554,0.5705,0
VT58722-F-700001,673509195,0.5585,0
VT58722-F-700001,946990515,0.5481,0
VT5948-F-700000,422725634,0.6939,1
VT5948-F-700000,519279166,0.6154,0
VT5948-F-700001,422725634,0.7075,1
VT5948-F-700001,736174181,0.6089,0
