fc_id,em_id,score,label
VGlut-F-200459,5813011119,0.7404,1
VGlut-F-300438,329566197,0.7597,1
VGlut-F-400049,297917475,0.7285,1
VGlut-F-400184,1762359683,0.7251,0
VGlut-F-400184,1667251683,0.7149,0
VGlut-F-400334,447599745,0.7047,1
VGlut-F-400757,5813039309,0.7323,0
VGlut-F-400757,1670597533,0.7203,0
VGlut-F-400898,1762359683,0.7248,0
VGlut-F-400898,1916800213,0.7156,0
VGlut-F-500002,5813011298,0.7129,1
VGlut-F-500335,1762359683,0.7116,0
VGlut-F-500335,5813039309,0.707,0
VGlut-F-500876,1640555311,0.728,0
VGlut-F-500876,1639886198,0.7217,0
VGlut-F-600204,5813061218,0.7333,1
VGlut-F-700261,5813047489,0.7561,1
VGlut-F-700261,5813057579,0.7052,0
VGlut-F-800130,1671620613,0.7947,1
VGlut-F-800130,1762359683,0.7837,1
fru-F-000094,422751191,0.711,1
fru-F-000131,360591860,0.7324,1
fru-F-000131,298258611,0.7324,1
fru-F-000131,5812980529,0.7029,1
fru-M-000335,673776769,0.739,1
fru-M-000339,329289084,0.7178,1
fru-M-000339,452029745,0.701,1
fru-M-300299,579268807,0.7116,1
npf-M-300037,5813069630,0.729,1
Cha-F-000088,1670597533,0.7091,1
Cha-F-000239,1672320134,0.722,0
Cha-F-000239,5813069085,0.7184,0
Cha-F-000239,1704347707,0.7166,0
Cha-F-200299,950880008,0.7722,0
Cha-F-200299,5813023322,0.7541,0
Cha-F-200299,5813098368,0.7387,0
Cha-F-300344,5813047970,0.7273,1
Cha-F-300344,951916894,0.7262,1
Cha-F-400237,1321564092,0.7632,0
Cha-F-400237,950880008,0.749,0
Cha-F-400237,951234513,0.7394,0
Cha-F-800090,361312808,0.7059,0
Cha-F-800090,487144598,0.7046,0
Cha-F-800090,329897255,0.7017,0
Gad1-F-000694,5813070613,0.7371,0
Gad1-F-000694,5813057853,0.7328,0
Gad1-F-000694,1383016399,0.7226,0
Gad1-F-000703,421641859,0.7216,0
Gad1-F-000703,360259229,0.7181,0
Gad1-F-200186,1702306037,0.7305,0
Gad1-F-200186,5813039309,0.7278,0
Gad1-F-200186,5813034455,0.7174,1
TH-F-000009,1406911688,0.7099,0
TH-F-000010,298258611,0.7021,1
TH-F-000019,675767414,0.7122,0
TH-F-000019,510049477,0.7003,0
TH-M-000029,675767414,0.711,0
TH-M-000032,675767414,0.7214,0
TH-M-000032,611629428,0.7108,0
TH-M-100027,5813057579,0.7643,0
TH-M-100027,797442049,0.7356,0
TH-M-100027,5813021583,0.7066,0
TH-M-200034,5813021112,0.7433,0
TH-M-200034,1406911688,0.7258,0
TH-M-200034,797442049,0.7082,0
TH-M-200035,387870860,0.7182,0
TH-M-300017,5813021112,0.7286,0
TH-M-300017,1406911688,0.7129,0
Trh-M-100025,673746277,0.7123,0
Trh-M-100060,297251714,0.7036,0
Trh-M-100071,5813062858,0.7137,1
Trh-M-500163,5813033196,0.7039,1
Trh-M-700039,797442049,0.7095,0
VGlut-F-000016,5813098368,0.7569,0
VGlut-F-000016,1321564092,0.7567,1
VGlut-F-000016,857793013,0.7438,0
VGlut-F-000111,5813057579,0.7055,0
VGlut-F-000158,328870472,0.7368,0
VGlut-F-000158,298612190,0.7219,0
VGlut-F-000158,5813078542,0.7175,0
VGlut-F-200036,947573616,0.7071,0
VGlut-F-200062,329225149,0.7399,0
VGlut-F-200062,361312808,0.728,0
VGlut-F-200062,329897255,0.7059,0
VGlut-F-200143,298254384,0.7226,0
VGlut-F-200143,5813020785,0.7192,0
VGlut-F-400184,1704347707,0.7053,0
VGlut-F-400186,5813034455,0.7141,1
VGlut-F-400757,1640555311,0.7185,0
VGlut-F-400757,1888199872,0.7163,1
VGlut-F-400757,1762359683,0.7082,0
VGlut-F-400898,1702306037,0.7117,0
VGlut-F-400898,5813034455,0.7003,1
VGlut-F-500876,5813039309,0.7067,0
VGlut-F-700261,5813021112,0.7052,0
VGlut-F-700541,5813039309,0.7146,0
VGlut-F-700541,1702306037,0.7131,0
VGlut-F-800130,1640887603,0.7776,0
VGlut-F-800130,1578826464,0.7724,0
VGlut-F-800130,1640922754,0.7707,0
