neuron_id,group,region_1,region_2,vox_1,vox_2,vox_neuropil,vox_total,vox_other,other_frac,share_1,share_2,share_12,share_1_total,share_2_total,share_12_total,side_1,side_2,side_share_1,side_share_2,top2_sides_same_region,region_pair
Gad1-F-700607,dense,dfp_5,fb_6,22175.0,15210.0,43593.0,49502.0,5909.0,0.11936891438729748,0.5086825866538206,0.3489092285458675,0.857591815199688,0.4479616985172316,0.3072603127146378,0.7552220112318694,dfp_5_r,fb_6_l,0.5076961897552359,0.20689101461243778,False,dfp_5 + fb_6
Gad1-F-800371,dense,dfp_5,mb_4,48605.0,4493.0,56970.0,69019.0,12049.0,0.174575116996769,0.8531683342109883,0.07886606986133053,0.9320344040723187,0.7042263724481664,0.0650980164882134,0.7693243889363799,dfp_5_l,mb_4_l,0.8531683342109883,0.07886606986133053,False,dfp_5 + mb_4
Gad1-F-900395,dense,dfp_5,idlp_24,82899.0,9788.0,100965.0,113421.0,12456.0,0.10982093263152326,0.821066706284356,0.0969444857128708,0.9180111919972268,0.730896394847515,0.08629795187839995,0.817194346725915,dfp_5_r,dfp_5_l,0.7197741791709998,0.10129252711335611,True,dfp_5 + idlp_24
TH-F-000009,dense,vlp_21,dmp_10,118721.0,36276.0,190641.0,233117.0,42476.0,0.18220893371139815,0.6227464186612534,0.19028435646057248,0.8130307751218259,0.5092764577443945,0.155612846767932,0.6648893045123264,vlp_21_r,dmp_10_r,0.6227464186612534,0.19028435646057248,False,dmp_10 + vlp_21
TH-F-000010,dense,dlp_23,fspp_19,38735.0,12037.0,70659.0,88261.0,17602.0,0.1994312323676369,0.5481962665760908,0.17035338739580239,0.7185496539718932,0.4388688095534834,0.13637960140945604,0.5752484109629394,dlp_23_r,fspp_19_r,0.5481962665760908,0.17035338739580239,False,dlp_23 + fspp_19
TH-F-000012,dense,dlp_23,lh_25,67873.0,67284.0,240672.0,276020.0,35348.0,0.1280631838272589,0.28201452599388377,0.27956721180694055,0.5615817378008243,0.24589884790957178,0.24376494456923412,0.48966379247880587,dlp_23_r,lh_25_r,0.28201452599388377,0.27956721180694055,False,dlp_23 + lh_25
TH-F-000019,dense,dfp_5,fspp_19,153629.0,12401.0,184367.0,198651.0,14284.0,0.07190499921973713,0.8332781896977225,0.06726257952887447,0.900540769226597,0.7733613221176838,0.06242606380033325,0.835787385918017,dfp_5_r,fspp_19_r,0.8332781896977225,0.06726257952887447,False,dfp_5 + fspp_19
TH-F-000036,dense,dfp_5,fspp_19,41815.0,13591.0,70101.0,83306.0,13205.0,0.15851199193335413,0.5964964836450265,0.1938774054578394,0.7903738891028659,0.5019446378412119,0.16314551172784672,0.6650901495690587,dfp_5_r,fspp_19_r,0.5964964836450265,0.1938774054578394,False,dfp_5 + fspp_19
TH-F-000046,dense,dfp_5,ms_12,118613.0,9103.0,136764.0,144977.0,8213.0,0.05665036523034688,0.8672823257582405,0.06655991342751016,0.9338422391857506,0.8181504652462115,0.06278927002214145,0.8809397352683529,dfp_5_l,ms_12_l,0.8672823257582405,0.06655991342751016,False,dfp_5 + ms_12
TH-F-000079,dense,vlp_21,dmp_10,277844.0,111410.0,525034.0,604481.0,79447.0,0.13143010284855935,0.5291923951591706,0.21219578160652453,0.7413881767656951,0.4596405842367254,0.18430686820594858,0.6439474524426739,vlp_21_r,dmp_10_r,0.5291923951591706,0.21219578160652453,False,dmp_10 + vlp_21
TH-F-000091,dense,dfp_5,mb_4,39307.0,16971.0,73717.0,85682.0,11965.0,0.13964426600686258,0.5332148622434445,0.2302182671568295,0.763433129400274,0.4587544641815084,0.19806960621834224,0.6568240703998506,dfp_5_r,mb_4_r,0.46881994655235565,0.11614688606427283,False,dfp_5 + mb_4
TH-F-100005,dense,vlp_21,dmp_10,162006.0,48991.0,274335.0,335290.0,60955.0,0.1817978466402219,0.590540762206791,0.17858093207210163,0.7691216942788925,0.483181723284321,0.14611530317038982,0.6292970264547109,vlp_21_r,dmp_10_r,0.590540762206791,0.17858093207210163,False,dmp_10 + vlp_21
TH-F-100036,dense,dlp_23,dfp_5,33698.0,14325.0,67351.0,81348.0,13997.0,0.17206323449869695,0.5003340707636116,0.2126917194993393,0.7130257902629508,0.4142449722181246,0.1760952942911934,0.590340266509318,dlp_23_r,fspp_19_r,0.5003340707636116,0.1616605544089917,False,dfp_5 + dlp_23
TH-F-100050,dense,fb_6,dmp_10,52834.0,22093.0,132434.0,165527.0,33093.0,0.19992508775003473,0.3989458900282405,0.16682271924128245,0.5657686092695229,0.3191865979568288,0.13347067245826966,0.45265727041509846,fb_6_l,fb_6_r,0.20419227690774272,0.19475361312049777,True,dmp_10 + fb_6
TH-F-100075,dense,dfp_5,fspp_19,44931.0,10616.0,68092.0,78380.0,10288.0,0.13125797397295227,0.6598572519532397,0.15590671444516244,0.8157639663984022,0.5732457259504976,0.13544271497831079,0.7086884409288083,dfp_5_r,fspp_19_r,0.6598572519532397,0.15590671444516244,False,dfp_5 + fspp_19
TH-F-100095,dense,dfp_5,mb_4,87283.0,39223.0,174566.0,212021.0,37455.0,0.1766570292565359,0.5,0.22468865643939828,0.7246886564393983,0.41167148537173204,0.18499582588517174,0.5966673112569038,dfp_5_r,mb_4_r,0.45061466723187793,0.11464431790841287,False,dfp_5 + mb_4
TH-F-200004,dense,dfp_5,fspp_19,42060.0,12253.0,67123.0,78651.0,11528.0,0.14657156298076313,0.6266108487403722,0.18254547621530623,0.8091563249556784,0.5347675172597932,0.15578950045136108,0.6905570177111543,dfp_5_r,fspp_19_r,0.6266108487403722,0.18254547621530623,False,dfp_5 + fspp_19
TH-F-200010,dense,dfp_5,mb_4,84597.0,33180.0,168429.0,209112.0,40683.0,0.19455124526569495,0.5022709865878204,0.1969969542062234,0.6992679407940438,0.40455354068633076,0.15867095145185356,0.5632244921381844,dfp_5_r,mb_4_r,0.4574152907159693,0.11528893480338896,False,dfp_5 + mb_4
TH-F-200026,dense,dfp_5,idlp_24,103289.0,2416.0,109674.0,122844.0,13170.0,0.10720914330370225,0.941782008497912,0.022028922078158906,0.9638109305760709,0.8408143661880109,0.019667220214255477,0.8604815864022662,dfp_5_r,dfp_5_l,0.779956963364152,0.16182504513376006,True,dfp_5 + idlp_24
TH-F-200034,dense,dfp_5,mb_4,68596.0,35430.0,143625.0,166232.0,22607.0,0.13599667933971799,0.47760487380330724,0.2466840731070496,0.7242889469103568,0.4126521969295924,0.21313585831849463,0.625788055248087,dfp_5_r,mb_4_r,0.436414273281114,0.12361357702349869,False,dfp_5 + mb_4
TH-F-200037,dense,dfp_5,mb_4,40816.0,30369.0,89311.0,109779.0,20468.0,0.18644731688209948,0.45700977483176763,0.34003650166272914,0.7970462764944968,0.37180152852549214,0.2766376082857377,0.6484391368112299,dfp_5_r,mb_4_r,0.43893809273213824,0.21801345858852772,False,dfp_5 + mb_4
TH-F-200064,dense,dfp_5,mb_4,52741.0,37021.0,116793.0,153461.0,36668.0,0.23894018675754752,0.4515767212076066,0.316979613504234,0.7685563347118406,0.34367689510690014,0.24124044545519707,0.5849173405620972,dfp_5_r,mb_4_r,0.42321029513755104,0.20294880686342504,False,dfp_5 + mb_4
TH-F-200085,dense,fb_6,ms_12,43742.0,21501.0,105819.0,121917.0,16098.0,0.1320406506065602,0.4133662196769956,0.20318657329969098,0.6165527929766866,0.35878507509207086,0.17635768596668225,0.5351427610587531,fb_6_r,fb_6_l,0.20908343492189493,0.2042827847551007,True,fb_6 + ms_12
TH-F-200096,dense,dfp_5,mb_4,67321.0,34329.0,142204.0,171858.0,29654.0,0.1725494303436558,0.4734114370903772,0.241406711484909,0.7148181485752862,0.3917245633022612,0.1997521209370527,0.5914766842393139,dfp_5_r,mb_4_r,0.43630277629321257,0.13771764507327502,False,dfp_5 + mb_4
TH-F-200106,dense,fb_6,ms_12,28792.0,21052.0,98511.0,130372.0,31861.0,0.24438529745650905,0.2922719290231548,0.21370202312432116,0.5059739521474759,0.22084496671064338,0.16147639063602615,0.38232135734666955,ms_12_r,fb_6_r,0.21370202312432116,0.15692663763437587,False,fb_6 + ms_12
TH-F-300037,dense,dfp_5,mb_4,62872.0,27656.0,119600.0,142782.0,23182.0,0.16235940104494964,0.525685618729097,0.23123745819397992,0.7569230769230769,0.44033561653429704,0.19369388298244877,0.6340294995167458,dfp_5_r,mb_4_l,0.49912207357859534,0.1184866220735786,False,dfp_5 + mb_4
TH-F-300046,dense,fb_6,ms_12,64105.0,39549.0,190631.0,231909.0,41278.0,0.17799222971079173,0.33627794010418033,0.20746363393152215,0.5437415740357024,0.2764230797424852,0.17053671914414706,0.44695979888663223,ms_12_r,dfp_5_r,0.20746363393152215,0.17056512319612235,False,fb_6 + ms_12
TH-F-300062,dense,dmp_10,vmp_15,69555.0,18546.0,123418.0,142258.0,18840.0,0.13243543421108128,0.5635725745029088,0.15026981477580256,0.7138423892787114,0.48893559588915914,0.13036876660715038,0.6193043624963095,dmp_10_r,vmp_15_r,0.5635725745029088,0.15026981477580256,False,dmp_10 + vmp_15
TH-F-300078,dense,lh_25,dmp_10,45889.0,20057.0,155539.0,194187.0,38648.0,0.19902465149572318,0.2950321141321469,0.12895158127543574,0.4239836954075827,0.23631345043694996,0.10328703775226972,0.3396004881892197,lh_25_r,dmp_10_r,0.2950321141321469,0.12895158127543574,False,dmp_10 + lh_25
TH-F-700015,dense,fb_6,dmp_10,19165.0,8467.0,53361.0,62822.0,9461.0,0.1506001082423355,0.359157437079515,0.15867393789471712,0.5178313749742322,0.30506828817930026,0.1347776256725351,0.43984591385183536,fb_6_r,fb_6_l,0.18395457356496317,0.17520286351455183,True,dmp_10 + fb_6
TH-M-000008,dense,fb_6,dfp_5,73976.0,14269.0,117975.0,156610.0,38635.0,0.24669561330694081,0.6270481034117398,0.1209493536766264,0.7479974570883662,0.4723580869676266,0.09111167869229296,0.5634697656599196,fb_6_r,fb_6_l,0.3400211909302818,0.28702691248145795,True,dfp_5 + fb_6
TH-M-000021,dense,dfp_5,fspp_19,102397.0,6072.0,116855.0,135704.0,18849.0,0.1388978954194423,0.8762740148046725,0.05196183304094818,0.9282358478456206,0.7545613983375582,0.04474444378942404,0.7993058421269823,dfp_5_l,fspp_19_l,0.8762740148046725,0.05196183304094818,False,dfp_5 + fspp_19
TH-M-000029,dense,dfp_5,fspp_19,102971.0,9006.0,128978.0,154447.0,25469.0,0.16490446560956185,0.7983609607840096,0.06982586177487633,0.868186822558886,0.6667076731823862,0.05831126535316322,0.7250189385355494,dfp_5_r,fspp_19_r,0.7983609607840096,0.06982586177487633,False,dfp_5 + fspp_19
TH-M-000030,dense,lh_25,dlp_23,52219.0,51322.0,187996.0,230844.0,42848.0,0.1856145275597373,0.2777665482244303,0.27299517011000235,0.5507617183344327,0.2262090416038537,0.22232330058394414,0.4485323421877978,lh_25_r,dlp_23_r,0.2777665482244303,0.27299517011000235,False,dlp_23 + lh_25
TH-M-000032,dense,dfp_5,mb_4,111727.0,10632.0,135852.0,167746.0,31894.0,0.1901327006307155,0.8224170420751995,0.07826163766451727,0.9006786797397167,0.666048668820717,0.06338154113958008,0.7294302099602972,dfp_5_r,mb_4_r,0.8224170420751995,0.07826163766451727,False,dfp_5 + mb_4
TH-M-000045,dense,dfp_5,mb_4,52144.0,32068.0,101374.0,139387.0,38013.0,0.2727155330124043,0.51437252155385,0.31633357665673645,0.8307060982105865,0.37409514517135745,0.2300644966890743,0.6041596418604317,dfp_5_r,mb_4_r,0.5022984197131415,0.18404127291021366,False,dfp_5 + mb_4
TH-M-100016,dense,dfp_5,mb_4,48766.0,31346.0,98361.0,130191.0,31830.0,0.24448694610226512,0.4957859314159067,0.31868321794207055,0.8144691493579772,0.3745727431235646,0.24076933121337113,0.6153420743369358,dfp_5_r,mb_4_r,0.4681021949756509,0.20659611024694746,False,dfp_5 + mb_4
TH-M-100027,dense,vlp_21,dmp_10,112787.0,16291.0,151208.0,172718.0,21510.0,0.1245382646857884,0.7459063012539019,0.10773900851806782,0.8536453097719697,0.6530124248775461,0.09432137935826028,0.7473338042358063,vlp_21_r,dmp_10_r,0.7459063012539019,0.10773900851806782,False,dmp_10 + vlp_21
TH-M-100057,dense,eb_8,ms_12,45776.0,28222.0,124232.0,210832.0,86600.0,0.41075358579342797,0.3684718913001481,0.22717174319016034,0.5956436344903084,0.21712074068452608,0.13386013508385824,0.3509808757683843,ms_12_r,eb_8_r,0.20713664756262476,0.18459012170777256,False,eb_8 + ms_12
TH-M-100063,dense,eb_8,ms_12,36455.0,16663.0,72367.0,119548.0,47181.0,0.3946615585371566,0.5037517100335789,0.23025688504428815,0.734008595077867,0.3049402750359688,0.13938334392879848,0.4443236189647673,eb_8_r,ms_12_r,0.28297428385866485,0.22942777785454696,False,eb_8 + ms_12
TH-M-200010,dense,dfp_5,mb_4,69411.0,6401.0,80759.0,98648.0,17889.0,0.1813417403292515,0.859483153580406,0.07926051585581793,0.9387436694362238,0.7036229827264617,0.06488727597112967,0.7685102586975915,dfp_5_r,dfp_5_l,0.6973340432645277,0.16214911031587811,True,dfp_5 + mb_4
TH-M-200013,dense,cmp_13,ms_12,32126.0,28867.0,88620.0,124113.0,35493.0,0.28597326629764813,0.3625141051681336,0.32573911081020085,0.6882532159783344,0.2588447624342333,0.2325864333309162,0.4914311957651495,cmp_13_r,ms_12_r,0.3625141051681336,0.32573911081020085,False,cmp_13 + ms_12
TH-M-200034,dense,vlp_21,dmp_10,178111.0,29482.0,238188.0,277836.0,39648.0,0.14270288947436618,0.7477748669118511,0.12377617680151813,0.8715510437133692,0.6410652327272204,0.10611295872385149,0.7471781914510719,vlp_21_r,dmp_10_r,0.7477748669118511,0.12377617680151813,False,dmp_10 + vlp_21
TH-M-200035,dense,dlp_23,spp_20,46685.0,34103.0,116115.0,151919.0,35804.0,0.2356782232637129,0.4020583042673212,0.29370021099771776,0.695758515265039,0.3073019174691777,0.22448146709759806,0.5317833845667758,dlp_23_r,spp_20_r,0.4020583042673212,0.29370021099771776,False,dlp_23 + spp_20
TH-M-200049,dense,dfp_5,mb_4,50387.0,23404.0,87339.0,114377.0,27038.0,0.23639368054766255,0.5769129483964781,0.2679673456302454,0.8448802940267235,0.4405343731694309,0.20462155853012406,0.645155931699555,dfp_5_r,mb_4_r,0.5208211680921467,0.18596503280321505,False,dfp_5 + mb_4
TH-M-200064,dense,dfp_5,mb_4,62857.0,31424.0,113776.0,142167.0,28391.0,0.19970175919868888,0.5524627337927155,0.27619181549711713,0.8286545492898326,0.4421349539625933,0.22103582406606315,0.6631707780286564,dfp_5_r,mb_4_r,0.5372046828856701,0.14870447194487413,False,dfp_5 + mb_4
TH-M-200095,dense,dfp_5,mb_4,118161.0,10688.0,133038.0,159181.0,26143.0,0.1642344249627782,0.8881748071979434,0.08033794855605166,0.9685127557539951,0.7423059284713628,0.06714369177225925,0.809449620243622,dfp_5_r,mb_4_r,0.845232189299298,0.06883747500714081,False,dfp_5 + mb_4
TH-M-300005,dense,fb_6,dfp_5,58707.0,35715.0,144436.0,196488.0,52052.0,0.2649118521232849,0.40645683901520396,0.2472721482178958,0.6537289872330998,0.2987816049835104,0.18176682545498962,0.48054843043850004,dfp_5_r,fb_6_r,0.2472721482178958,0.21527873937245562,False,dfp_5 + fb_6
TH-M-300017,dense,vlp_21,dmp_10,135537.0,34611.0,206602.0,237617.0,31015.0,0.13052517286221105,0.6560294672849246,0.1675249997579888,0.8235544670429135,0.5704011076648556,0.14565877020583545,0.716059877870691,vlp_21_r,dmp_10_r,0.6560294672849246,0.1675249997579888,False,dmp_10 + vlp_21
TH-M-300063,dense,dfp_5,mb_4,83057.0,2343.0,88196.0,101591.0,13395.0,0.131852231004715,0.9417320513401969,0.026565830649916095,0.9682978819901129,0.8175625793623451,0.02306306661023122,0.8406256459725763,dfp_5_r,dfp_5_l,0.777665653771146,0.16406639756905075,True,dfp_5 + mb_4
Trh-F-000008,dense,al_3,dfp_5,104570.0,18754.0,190744.0,220060.0,29316.0,0.13321821321457783,0.5482217002893931,0.09832026171203288,0.646541962001426,0.47518858493138233,0.08522221212396619,0.5604107970553486,al_3_r,dfp_5_r,0.5018401627311999,0.09832026171203288,False,al_3 + dfp_5
Trh-F-100001,dense,dfp_5,fb_6,41634.0,41308.0,100117.0,116127.0,16010.0,0.137866301549166,0.4158534514617897,0.4125972612043909,0.8284507126661805,0.3585212741222971,0.3557140027728263,0.7142352768951234,dfp_5_r,fb_6_l,0.4158534514617897,0.20906539348961714,False,dfp_5 + fb_6
