fc_id,em_id,group,label,centroid_dist,ratio_dist,pass_orient,pass_all
fru-F-500435,1510648834,projection,0,85.81898,0.03999512,True,True
fru-F-500584,862705904,projection,1,11.707785,0.1068663,True,True
fru-F-500584,1205090786,projection,1,6.17705,0.10092743,True,True
fru-F-600168,1101133698,projection,0,88.78779,0.2398911,True,True
fru-F-600168,977343309,projection,0,76.98964,0.07506998,True,True
fru-F-600186,609587511,projection,0,58.703297,0.097661406,True,True
fru-F-600186,550280614,projection,0,63.41086,0.057745736,True,True
fru-F-700104,1142365351,projection,1,4.8393884,0.14675592,True,True
fru-F-700104,1173745330,projection,1,10.943466,0.06337356,True,True
fru-F-700114,1224945418,projection,0,94.44373,0.11647203,True,True
fru-F-700114,1224258912,projection,0,93.534966,0.09628546,True,True
fru-F-700163,1142356576,projection,1,8.355561,0.035027508,True,True
fru-F-700163,862705904,projection,1,16.14226,0.2162599,True,True
fru-F-700245,1204175835,projection,1,6.3485136,0.05282558,True,True
fru-F-700245,1100792636,projection,0,98.07196,0.08239773,True,True
fru-F-700257,1141337605,projection,0,10.197078,0.14256851,True,True
fru-F-700257,1224258912,projection,0,97.79597,0.0673113,True,True
fru-M-400031,1290416713,projection,0,97.20909,0.14914393,True,True
fru-M-400031,1198006801,projection,0,73.283936,0.052149612,True,True
fru-M-400362,955464899,projection,1,22.98229,0.10869035,True,True
fru-M-400362,1469403612,projection,0,85.72476,0.20279782,True,True
fru-M-400401,955464899,projection,1,23.302242,0.04152036,True,True
fru-M-400401,829261936,projection,1,31.097557,0.10567015,True,True
fru-M-500174,266187383,projection,0,91.04451,0.111773066,True,True
fru-M-500174,977343309,projection,0,72.77183,0.16561213,True,True
fru-M-500374,737832306,projection,0,91.66459,0.13083978,True,True
fru-M-500374,1224258912,projection,0,96.54365,0.088652216,True,True
fru-M-500377,1100792636,projection,0,81.75544,0.054479565,True,True
fru-M-500377,5813057274,projection,0,81.70993,0.069719814,True,True
fru-M-500383,5813034306,projection,0,92.091606,0.06606243,True,True
fru-M-500383,1205090786,projection,1,15.0562315,0.1424378,True,True
fru-M-700067,1228683492,projection,0,79.32353,0.29744405,True,True
fru-M-700067,550617370,projection,0,76.359726,0.22390957,True,True
fru-M-700270,1204175835,projection,1,6.903383,0.03917548,True,True
fru-M-700270,1510648834,projection,0,80.78937,0.15799178,True,True
G0239-F-000001,300972942,projection,1,16.157625,0.08910124,True,True
G0239-F-000001,5813068729,projection,1,17.076185,0.063700005,True,True
G0239-F-000003,300972942,projection,1,11.656175,0.13017356,True,True
G0239-F-000003,5813068729,projection,1,13.016727,0.103884116,True,True
G0239-F-000005,300972942,projection,1,13.252971,0.16337878,True,True
G0239-F-000005,5813068729,projection,1,14.39841,0.13700467,True,True
G0239-F-000007,300972942,projection,1,17.105118,0.11358486,True,True
G0239-F-000007,5813068729,projection,1,18.21881,0.08777733,True,True
G0239-F-000008,300972942,projection,1,11.629517,0.0968771,True,True
G0239-F-000008,267896360,projection,0,24.201025,0.19674529,True,True
G0239-F-000009,5813068729,projection,1,26.70012,0.097512394,True,True
G0239-F-000009,300972942,projection,1,25.698956,0.123601444,True,True
G0239-F-000011,676573560,projection,0,50.131992,0.3408056,True,True
G0239-F-000011,636667489,projection,0,79.575005,0.064987235,True,True
G0239-F-000012,300972942,projection,1,16.23915,0.090692095,True,True
G0239-F-000012,5813068729,projection,1,17.401556,0.06604609,True,True
G0239-F-000013,300972942,projection,1,17.867525,0.12524441,True,True
G0239-F-000013,5813068729,projection,1,19.007061,0.099075384,True,True
Gad1-F-001409,1610224198,projection,0,88.41204,0.031271093,True,True
Gad1-F-001409,1641250106,projection,0,86.82632,0.021623991,True,True
Gad1-F-101173,5813020585,projection,0,4.786491,0.014092601,True,True
Gad1-F-101173,5813020455,projection,0,1.2204762,0.018169079,True,True
Gad1-F-200227,5813022201,projection,1,7.834339,0.118159115,True,True
Gad1-F-200227,860983686,projection,1,13.865499,0.060711544,True,True
Gad1-F-300153,1224258912,projection,0,95.63567,0.044124346,True,True
Gad1-F-300153,1224945418,projection,0,96.4682,0.037819356,True,True
Gad1-F-300154,517854468,projection,1,16.764977,0.18115461,True,True
Gad1-F-300154,423774471,projection,1,15.71019,0.12027741,True,True
Gad1-F-300275,702389193,projection,0,97.42978,0.17265624,True,True
Gad1-F-300309,955464899,projection,1,5.5382895,0.053802636,True,True
Gad1-F-300309,862705904,projection,1,9.664351,0.14124572,True,True
Gad1-F-301525,422682603,projection,1,31.279045,0.050327897,True,True
Gad1-F-301525,1419019956,projection,1,40.90301,0.07021874,True,True
Gad1-F-301704,424789697,projection,0,87.793144,0.0997151,True,True
Gad1-F-301704,760686202,projection,0,75.58912,0.06885073,True,True
Gad1-F-400259,518899665,projection,0,43.065395,0.06777646,True,True
Gad1-F-400259,296543992,projection,0,86.90448,0.1596308,True,True
Gad1-F-400718,1266871604,projection,1,7.1687164,0.04528397,True,True
Gad1-F-400718,673518025,projection,0,91.10573,0.04521588,False,False
Gad1-F-400957,1262114202,projection,1,7.824785,0.03307522,True,True
Gad1-F-400957,1261423370,projection,1,10.253151,0.034688994,True,True
Gad1-F-402516,829261936,projection,1,22.08143,0.062608376,True,True
Gad1-F-402516,862705904,projection,1,4.973213,0.045203455,True,True
Gad1-F-500136,946641153,projection,0,78.725815,0.073645905,True,True
Gad1-F-500136,1290416713,projection,0,75.20897,0.22961825,True,True
Gad1-F-500365,613719036,projection,1,8.208373,0.09034688,True,True
Gad1-F-500365,768555687,projection,1,5.931076,0.025417292,True,True
Gad1-F-500524,1173045815,projection,1,8.178088,0.05650093,True,True
Gad1-F-500524,1141337605,projection,1,0.9752006,0.22227752,True,True
Gad1-F-500559,5813022201,projection,1,9.534028,0.12515849,True,True
Gad1-F-500559,1171690479,projection,1,19.515915,0.101114966,True,True
Gad1-F-502126,1142365351,projection,1,11.166022,0.22719571,True,True
Gad1-F-502126,956138930,projection,1,8.731838,0.2209523,True,True
Gad1-F-600109,1670278227,projection,0,96.5046,0.04983312,True,True
Gad1-F-600109,1510648834,projection,0,96.12322,0.3369453,True,True
Gad1-F-600115,946641153,projection,0,77.25908,0.055520922,True,True
Gad1-F-600345,922810839,projection,0,97.10395,0.16805851,True,True
Gad1-F-600345,5813077405,projection,0,66.86435,0.06972911,False,False
Gad1-F-601324,5812980638,projection,0,35.98197,0.043121573,True,True
Gad1-F-601324,1172372382,projection,0,13.045083,0.007789771,True,True
Gad1-F-700131,613719036,projection,1,5.764696,0.011548733,True,True
Gad1-F-700131,673085197,projection,1,8.031195,0.1252697,True,True
Gad1-F-800094,1198330641,projection,0,80.80335,0.3186015,True,True
Gad1-F-800094,1290416713,projection,0,96.612,0.21118945,True,True
Gad1-F-900001,1290416713,projection,0,93.50732,0.07551923,True,True
Gad1-F-900001,5813026366,projection,0,103.09412,0.06259775,True,False
Gad1-F-900194,1448929233,projection,0,101.34673,0.10348521,True,False
Gad1-F-900194,1193560072,projection,0,96.90929,0.17265116,True,True
TH-F-000101,331662710,projection,1,19.215628,0.03671073,True,True
TH-F-000101,421641859,projection,0,106.862144,0.1160428,True,False
TH-F-100083,331662710,projection,1,12.225353,0.023327107,True,True
TH-F-100083,329970706,projection,0,31.026497,0.050067317,True,True
TH-F-100099,331662710,projection,1,33.799473,0.034053102,True,True
TH-F-100099,329970706,projection,0,47.190407,0.024522537,True,True
TH-F-200030,328943204,projection,0,47.10393,0.07336691,True,True
TH-F-200030,203253253,projection,0,34.990566,0.071857035,True,True
TH-F-200033,517514142,projection,1,20.067965,0.11074423,True,True
TH-F-200033,608922563,projection,0,31.23844,0.0814976,True,True
TH-F-200081,331662710,projection,1,24.3767,0.02892009,True,True
TH-F-200081,330268940,projection,0,89.60443,0.17855947,True,True
TH-F-300020,484911954,projection,0,55.892723,0.04499222,True,True
TH-F-300020,1048172314,projection,0,94.04894,0.10019803,True,True
TH-F-300073,328943204,projection,1,48.321037,0.02489128,True,True
TH-F-300073,361040812,projection,0,32.873528,0.31231287,True,True
TH-F-700001,418969956,projection,0,91.66336,0.10400591,True,True
TH-F-700001,297166053,projection,0,73.70865,0.07393292,True,True
TH-F-700004,643830129,projection,0,83.93331,0.09779434,True,True
TH-F-700004,5813089803,projection,0,92.49382,0.12408668,True,True
TH-F-700016,5812982779,projection,1,10.457643,0.009089185,True,True
TH-F-700016,5813089803,projection,0,100.114235,0.119211935,True,False
TH-F-700022,946645313,projection,0,68.01103,0.063729994,True,True
TH-F-700022,981362334,projection,1,51.73378,0.058372904,True,True
TH-M-300021,517514142,projection,1,25.214003,0.057684675,True,True
TH-M-300021,5813049380,projection,0,18.492136,0.07791271,True,True
TH-M-500003,580287695,projection,0,77.79844,0.05158357,True,True
TH-M-500003,456156825,projection,0,66.82161,0.03087564,False,False
TH-M-600002,1224258912,projection,0,84.7361,0.14114894,True,True
TH-M-600002,1193560072,projection,0,79.455475,0.066895224,True,True
TH-M-600003,1224595289,projection,0,74.26194,0.16312416,True,True
TH-M-600003,1224258912,projection,0,78.013214,0.06845543,True,True
TH-M-700002,1224595289,projection,0,70.3223,0.101236016,True,True
TH-M-700002,1224945418,projection,0,75.59057,0.1643555,True,True
TH-M-700013,5812979156,projection,1,6.610576,0.1433256,True,True
TH-M-700013,644417074,projection,1,10.359789,0.15368421,True,True
TH-M-700017,604864392,projection,0,79.17045,0.22984718,True,True
TH-M-700017,454439022,projection,0,86.5681,0.059778113,True,True
Trh-M-000099,1602402027,projection,0,65.99461,0.010521458,True,True
Trh-M-000099,986828383,projection,1,24.354027,0.06380024,True,True
Trh-M-800009,1048215779,projection,1,18.421415,0.031802323,True,True
Trh-M-800009,1016835041,projection,1,19.09726,0.020818895,True,True
VGlut-F-200594,5813058048,projection,1,9.817679,0.0431619,True,True
VGlut-F-200594,328632707,projection,0,83.099846,0.1613978,True,True
VGlut-F-300680,5813020585,projection,1,18.377838,0.042241484,True,True
VGlut-F-300680,1322474586,projection,1,13.706889,0.03888007,True,True
VGlut-F-800070,894551935,projection,1,9.997158,0.12467381,True,True
VGlut-F-800070,832357089,projection,0,18.114403,0.1899432,False,False
VT0765-F-700001,613079053,projection,0,95.56105,0.07445325,True,True
VT0765-F-700001,486544396,projection,0,89.30025,0.13409792,True,True
VT16811-F-700000,1078693835,projection,0,42.83384,0.020773765,True,True
VT16811-F-700000,1729935421,projection,0,85.17882,0.06853467,True,True
VT24618-F-700000,5813058048,projection,0,57.611183,0.20336208,True,True
VT24618-F-700000,299082033,projection,0,37.300648,0.12571052,True,True
VT38815-F-700000,799586652,projection,0,13.1587,0.184154,True,True
VT38815-F-700000,1640555311,projection,0,85.56517,0.27926078,True,True
VT38815-F-700001,799586652,projection,0,9.557127,0.08740705,True,True
VT38815-F-700001,485745069,projection,0,99.79984,0.0067704804,True,True
VT43401-F-700002,575768294,projection,0,33.056114,0.2861036,True,True
VT43401-F-700002,5813020673,projection,0,37.281723,0.16315725,True,True
VT50245-F-700000,5813058316,projection,0,35.04809,0.20214008,True,True
VT50245-F-700000,700486220,projection,0,44.154705,0.26663378,True,True
VT50245-F-700001,612414168,projection,0,47.925167,0.18792027,True,True
VT50245-F-700001,674807824,projection,0,41.497314,0.09761693,True,True
VT50733-F-700000,919763043,projection,0,57.530003,0.12650934,True,True
VT50733-F-700000,519046655,projection,0,37.30241,0.08056329,False,False
VT58722-F-700000,549282467,projection,1,40.40932,0.28509635,True,True
VT58722-F-700000,326253554,projection,0,70.09128,0.46406913,True,False
VT58722-F-700001,673509195,projection,0,22.172125,0.044288896,True,True
VT58722-F-700001,946990515,projection,0,49.99139,0.16590956,True,True
VT5948-F-700000,422725634,projection,1,22.871033,0.04671082,True,True
VT5948-F-700000,519279166,projection,0,50.615993,0.24531817,True,True
VT5948-F-700001,422725634,projection,1,22.99996,0.034468982,True,True
VT5948-F-700001,736174181,projection,0,35.97902,0.1917668,True,True
5HT1A-F-200016,1191315642,dense,1,10.447247,0.022502702,True,True
Cha-F-400298,1167304403,dense,1,9.6469965,0.0679062,True,True
Cha-F-400298,1261000309,dense,1,6.4066625,0.053287283,True,True
Gad1-F-700172,5813039309,dense,0,2.316407,0.22637455,True,True
TH-F-100083,331662710,dense,1,12.225353,0.023327107,True,True
TH-F-200037,331662710,dense,1,16.33259,0.010761664,True,True
TH-F-200096,331662710,dense,1,31.869986,0.013640471,True,True
TH-F-200106,5813041180,dense,1,13.848884,0.046497643,True,True
TH-M-000008,1131827390,dense,0,14.556043,0.07960989,True,True
TH-M-000021,604289581,dense,0,19.023409,0.10739293,True,True
TH-M-000021,550404663,dense,0,29.739954,0.18017796,True,True
TH-M-000032,859265651,dense,1,11.792998,0.10022553,True,True
TH-M-000032,5813027592,dense,1,11.86167,0.082095504,True,True
TH-M-200035,294436967,dense,1,25.14065,0.02449181,True,True
TH-M-200035,452971138,dense,1,22.873283,0.07217814,True,True
TH-M-300017,5813054384,dense,1,34.190506,0.07571837,True,True
TH-M-300017,947573616,dense,0,35.114223,0.075310476,True,True
Trh-F-000008,1671638278,dense,1,4.9786363,0.017762128,True,True
Trh-F-100052,361312808,dense,0,39.6163,0.10087055,True,True
Trh-M-100024,329289084,dense,1,31.22846,0.037884876,True,True
Trh-M-700039,5813021583,dense,0,47.385426,0.28025806,True,True
Trh-M-700039,981000564,dense,0,55.049915,0.13384467,True,True
VGlut-F-200143,328870472,dense,1,19.895155,0.103839695,True,True
VGlut-F-200143,298612190,dense,0,29.387405,0.11799698,True,True
VGlut-F-200251,548712377,dense,1,10.0960865,0.03901294,True,True
VGlut-F-200251,5813020996,dense,1,22.006466,0.07932245,True,True
VGlut-F-200319,424716408,dense,0,14.185141,0.08343802,True,True
VGlut-F-200392,857793013,dense,0,23.164417,0.12473989,True,True
VGlut-F-400186,1762359683,dense,0,16.586145,0.24246298,True,True
VGlut-F-400186,1916800213,dense,0,21.895378,0.23821399,True,True
VGlut-F-700541,1762359683,dense,0,22.755413,0.19581275,True,True
VGlut-F-700541,1888199872,dense,1,21.203442,0.22917108,True,True
Cha-F-000088,1640887603,dense,1,15.803149,0.1081183,True,True
Cha-F-000088,5813047691,dense,1,15.252943,0.09466379,True,True
Cha-F-000239,1640572741,dense,0,45.772423,0.34321085,True,True
Cha-F-000239,5813054726,dense,0,46.57324,0.3817868,True,True
Cha-F-000329,640539567,dense,1,34.833107,0.19801058,True,True
Cha-F-000329,1043705078,dense,1,21.986994,0.14071739,True,True
Cha-F-000427,573670049,dense,1,12.949848,0.025363104,True,True
Cha-F-000427,573333284,dense,1,14.321813,0.029298332,True,True
Cha-F-000461,487144598,dense,0,35.67876,0.22221088,True,True
Cha-F-100135,393063351,dense,1,9.37511,0.0043396275,True,True
Cha-F-200299,5813027276,dense,1,14.198312,0.18079105,True,True
Cha-F-200299,1321564092,dense,0,31.696842,0.04434711,True,True
Cha-F-300267,328611004,dense,1,16.015059,0.06910264,True,True
Cha-F-300344,5812978978,dense,1,19.152187,0.20034432,True,True
Cha-F-300344,5813053836,dense,1,21.303461,0.02318171,True,True
Cha-F-300344,859507274,dense,1,22.612898,0.18171501,True,True
Cha-F-400237,5813098368,dense,0,18.515291,0.13429804,True,True
Cha-F-400237,5813027276,dense,0,12.163256,0.2850645,True,True
Cha-F-500071,1105169664,dense,1,17.998768,0.22727309,True,True
Cha-F-500071,1012954687,dense,0,22.124912,0.21084817,False,False
Cha-F-500310,5813009312,dense,0,14.78104,0.101976044,True,True
Cha-F-700236,360259229,dense,0,36.219456,0.34394234,True,True
Cha-F-800090,296139882,dense,1,2.5368326,0.08208359,True,True
Cha-F-800090,297251714,dense,1,13.677027,0.046361107,True,True
E0585-F-600004,5813010510,dense,0,23.474213,0.14431186,True,True
GH146-M-000001,610274029,dense,1,26.578047,0.10582157,True,True
Gad1-F-000245,953414780,dense,0,33.71672,0.05085861,True,True
Gad1-F-000694,5813033371,dense,0,21.237255,0.36509934,True,True
Gad1-F-000694,1480525278,dense,0,18.087015,0.25797665,True,True
Gad1-F-000703,424716408,dense,0,19.278942,0.0487507,True,True
Gad1-F-000703,5813068669,dense,0,63.325733,0.051532477,True,True
Gad1-F-100171,1224595608,dense,1,31.479794,0.00650585,True,True
Gad1-F-100784,832016427,dense,1,17.720488,0.06386763,True,True
Gad1-F-200186,1916800213,dense,0,22.493591,0.0936484,True,True
Gad1-F-200186,1762359683,dense,0,23.716711,0.12523203,True,True
Gad1-F-200219,5901197108,dense,1,17.8334,0.04741082,True,True
Gad1-F-200247,543692985,dense,1,21.735296,0.060051877,True,True
Gad1-F-200719,5813039309,dense,0,10.211563,0.037977576,True,True
Gad1-F-200719,1640555311,dense,0,13.151317,0.23549525,True,True
Gad1-F-400220,550638250,dense,1,3.2668672,0.02711682,True,True
Gad1-F-500004,294436967,dense,1,24.31753,0.034572825,True,True
Gad1-F-500321,574377562,dense,1,9.509625,0.024911549,True,True
Gad1-F-500457,1261423370,dense,1,7.575498,0.009529149,True,True
Gad1-F-600059,328546871,dense,1,11.73463,0.036827724,True,True
Gad1-F-600604,1793403571,dense,1,12.893207,0.11877034,True,True
Gad1-F-700193,634379734,dense,1,57.496822,0.016059246,True,True
Gad1-F-700607,977338882,dense,1,11.7139015,0.026776567,True,True
Gad1-F-700607,915610561,dense,1,12.329369,0.04290884,True,True
Gad1-F-700607,1008378609,dense,1,7.6371117,0.040900372,True,True
Gad1-F-800371,5813082723,dense,1,19.786516,0.32015258,True,True
Gad1-F-900395,5813049380,dense,1,5.7650943,0.027668692,True,True
TH-F-000009,5813054384,dense,1,29.92129,0.03675028,True,True
TH-F-000009,1378251040,dense,1,37.8617,0.014373436,True,True
TH-F-000010,5812980529,dense,1,10.508959,0.045330737,True,True
TH-F-000010,360591860,dense,1,20.043497,0.020919183,True,True
TH-F-000010,5901203505,dense,1,9.825636,0.061664816,True,True
TH-F-000012,487144598,dense,0,33.731533,0.20363612,True,True
TH-F-000019,859265651,dense,1,8.143886,0.17436594,True,True
TH-F-000019,5813027592,dense,0,13.014538,0.24857642,True,True
TH-F-000036,859265651,dense,0,15.587093,0.27364716,True,True
TH-F-000046,604289581,dense,0,24.170599,0.11411177,True,True
TH-F-000046,550404663,dense,0,28.671383,0.22902134,True,True
TH-F-000079,1378251040,dense,0,36.80195,0.1665041,True,True
TH-F-000091,331662710,dense,1,6.8037057,0.019252228,True,True
TH-F-100005,1378251040,dense,0,37.60089,0.05853522,True,True
TH-F-100005,5813054384,dense,1,29.489885,0.06468933,True,True
TH-F-100036,360591860,dense,1,24.737232,0.026636116,True,True
TH-F-100036,5901203505,dense,1,13.635035,0.05493063,True,True
TH-F-100050,1131827390,dense,1,19.934645,0.1381833,True,True
TH-F-100075,859265651,dense,0,16.901436,0.2793849,True,True
TH-F-100095,331662710,dense,1,41.426693,0.037463192,True,True
TH-F-100099,331662710,dense,1,33.799473,0.034053102,True,True
TH-F-200004,859265651,dense,0,17.631718,0.29085723,True,True
TH-F-200004,5813011298,dense,1,12.719476,0.09913736,True,True
TH-F-200010,331662710,dense,1,15.614175,0.020775637,True,True
TH-F-200026,5813009595,dense,1,12.525548,0.03284715,True,True
TH-F-200034,331662710,dense,1,35.919277,0.025799256,True,True
TH-F-200064,331662710,dense,1,27.791494,0.032798447,True,True
TH-F-200081,331662710,dense,1,24.3767,0.02892009,True,True
TH-F-200085,1131827390,dense,1,12.687678,0.055206623,True,True
TH-F-300037,331662710,dense,1,21.260017,0.01832119,True,True
TH-F-300046,1131827390,dense,1,11.173669,0.14497428,True,True
TH-F-300062,5813060068,dense,1,11.955755,0.12539913,True,True
TH-F-300078,5813071348,dense,1,26.201044,0.054964922,True,True
TH-F-700015,1224941044,dense,1,32.101177,0.19716693,True,True
TH-M-000029,859265651,dense,1,11.996961,0.12065867,True,True
TH-M-000029,510049477,dense,1,20.982042,0.038886048,True,True
TH-M-000030,792692885,dense,0,27.635878,0.088564485,True,True
TH-M-000045,331662710,dense,1,25.75895,0.044077106,True,True
TH-M-100016,331662710,dense,1,34.5849,0.017045502,True,True
TH-M-100027,947573616,dense,0,34.095398,0.12179738,True,True
TH-M-100027,5813054384,dense,1,33.093807,0.035463512,True,True
TH-M-100057,1198330286,dense,1,17.987026,0.05518281,True,True
TH-M-100063,1198330286,dense,1,17.289127,0.03828735,True,True
TH-M-200010,422738252,dense,1,19.634092,0.074836716,True,True
TH-M-200013,5813062871,dense,1,21.747286,0.12678681,True,True
TH-M-200034,5813054384,dense,1,31.759268,0.047084175,True,True
TH-M-200034,947573616,dense,0,36.192204,0.10791377,True,True
TH-M-200049,331662710,dense,1,23.866215,0.05213566,True,True
TH-M-200064,331662710,dense,1,29.825178,0.014109609,True,True
TH-M-200095,422738252,dense,1,21.334383,0.060669683,True,True
TH-M-300005,1131827390,dense,1,24.305376,0.14849733,True,True
TH-M-300063,5813009595,dense,1,23.285875,0.030269494,True,True
Trh-F-100001,1225290633,dense,1,19.600414,0.29150814,True,True
Trh-F-100038,1671638278,dense,1,10.278151,0.013964706,True,True
Trh-F-100066,5813062858,dense,1,5.9648767,0.039234787,True,True
Trh-F-300112,957506896,dense,1,12.726806,0.054022294,True,True
Trh-F-400055,957506896,dense,1,8.90767,0.024104347,True,True
Trh-M-000172,1671638278,dense,1,14.0469055,0.05024489,True,True
Trh-M-100020,361312808,dense,1,45.46475,0.11840846,True,True
Trh-M-100025,1225290633,dense,1,12.243977,0.2701287,True,True
Trh-M-100025,5813062858,dense,1,6.3195496,0.039827738,True,True
Trh-M-100037,1671638278,dense,1,19.762903,0.09163162,True,True
Trh-M-100060,297230760,dense,1,30.726957,0.12809929,True,True
Trh-M-100060,361312808,dense,1,32.841763,0.05230642,True,True
Trh-M-100071,673746277,dense,0,23.043413,0.13219696,True,True
Trh-M-100071,1225290633,dense,1,11.7508955,0.25111082,True,True
Trh-M-200043,5813054716,dense,0,10.238863,0.21933033,True,True
Trh-M-300071,977339122,dense,1,9.579862,0.09518374,True,True
Trh-M-300138,922069357,dense,1,12.98637,0.009847882,True,True
Trh-M-300138,832016427,dense,1,8.218627,0.09181662,True,True
Trh-M-300138,957506896,dense,1,12.875109,0.043724965,True,True
Trh-M-300140,5813053851,dense,1,13.100759,0.13948846,True,True
Trh-M-300140,957506896,dense,1,13.386808,0.08763226,True,True
Trh-M-400023,5813053851,dense,1,14.565271,0.043370206,True,True
Trh-M-400052,957506896,dense,1,12.759035,0.02307434,True,True
Trh-M-400052,5813053851,dense,1,9.019319,0.031453602,True,True
Trh-M-400110,5813053851,dense,1,8.317225,0.03713507,True,True
Trh-M-400110,5813065004,dense,1,10.908981,0.114853956,True,True
Trh-M-400131,832016427,dense,1,11.036225,0.06717285,True,True
Trh-M-500163,922354084,dense,1,14.576375,0.009963864,True,True
Trh-M-500163,829598814,dense,1,16.456182,0.01705273,True,True
VGlut-F-000016,5813027276,dense,1,27.816732,0.109770425,True,True
VGlut-F-000016,950880008,dense,1,11.562972,0.16160509,True,True
VGlut-F-000111,5812987694,dense,0,29.98388,0.31020087,True,True
VGlut-F-000111,5813021583,dense,0,12.567542,0.2891612,True,True
VGlut-F-000158,298254384,dense,1,10.550929,0.12414728,True,True
VGlut-F-000158,5813020785,dense,1,29.78806,0.20300686,True,True
VGlut-F-000177,5813056321,dense,1,8.145544,0.027045162,True,True
VGlut-F-000303,5813011119,dense,1,5.9923124,0.08566214,True,True
VGlut-F-000463,1733677514,dense,1,17.038076,0.07383305,True,True
VGlut-F-000556,885168486,dense,1,14.811446,0.10673317,True,True
VGlut-F-100002,914778159,dense,1,45.02734,0.0894129,True,True
VGlut-F-100003,1671638278,dense,1,21.24248,0.07987974,True,True
VGlut-F-100035,575768294,dense,1,10.934602,0.03102774,True,True
VGlut-F-100125,1107081827,dense,1,37.26478,0.2914414,True,True
VGlut-F-200036,797442049,dense,1,10.664788,0.025317816,True,True
VGlut-F-200036,5813059915,dense,0,48.06288,0.16764192,True,True
VGlut-F-200062,297251714,dense,1,19.33531,0.025497872,True,True
VGlut-F-200062,296139882,dense,1,8.446329,0.060359456,True,True
VGlut-F-200459,5813011119,dense,1,5.0522785,0.04118414,True,True
VGlut-F-300438,329566197,dense,1,13.950836,0.032797653,True,True
VGlut-F-400049,297917475,dense,1,9.681951,0.021658368,True,True
VGlut-F-400184,1762359683,dense,0,14.43078,0.27690017,True,True
VGlut-F-400184,1667251683,dense,0,13.583245,0.26945195,True,True
VGlut-F-400334,447599745,dense,1,12.444843,0.07781173,True,True
VGlut-F-400757,5813039309,dense,0,16.025236,0.12873292,True,True
VGlut-F-400757,1670597533,dense,0,16.109737,0.059150595,True,True
VGlut-F-400898,1762359683,dense,0,17.424776,0.2035762,True,True
VGlut-F-400898,1916800213,dense,0,22.405424,0.19506295,True,True
VGlut-F-500002,5813011298,dense,1,6.8784122,0.13135262,True,True
VGlut-F-500335,1762359683,dense,0,23.943157,0.24714047,True,True
VGlut-F-500335,5813039309,dense,0,22.520744,0.074366756,True,True
VGlut-F-500876,1640555311,dense,0,9.884604,0.19766074,True,True
VGlut-F-500876,1639886198,dense,0,10.13113,0.14074549,True,True
VGlut-F-600204,5813061218,dense,1,5.4392657,0.06843939,True,True
